year,name
1778,JOHN TURBERVILLE
1778,JOHN LEWIS
1778,PETER CONWAY & JAMES  BALL
1778,HENRY TIMBERLAKE
1778,JOHN HARTWELL COCKE
1778,JOHN CABELL
1778,JAMOS MUSE
1778,EST  HONBLE  PHILIP L  LEE
1778,MARY GRIFFIN
1778,RAWLEIGH DOWNMAN
1778,JAMES SAMPLE
1778,ROBERT READ
1778,JANUS KEEL
1778,JOHN ARMISTEAD
1778,JNO  H  COCKE EX  OF WILLIAM RUFFIN DEC'D
1778,JNO  PRICE POSEY
1778,JOHN UPSHAW
1778,FRANCIS THORNTON
1778,GABULON LEWIS
1778,THOMAS SMITH
1778,MARY SMITH
1778,JOHN HILL
1778,CARTER BRAXTON
1778,ERASMUS JONES
1778,EX  PHILIP L  LEE
1779,JOHN SMITH
1779,SIR JOHN PEYTON
1779,ESTS  OF RANDOLPH PRICE
1779,REUBIN BUTLER
1779,WILLIAM HEWITT
1779,ROBERT MATHEWS
1779,JOHN TARPLOY
1779,CHARLES CARTER
1779,WILLIAM HICKMAN  JR
1779,JAMES WARD
1779,BEVERLEY RANDOLPH
1779,EST  LOCKLEY COLLIER
1779,STEPHEN TARLTON
1779,EDMUND CUSTIS
1779,TABITHA EPPES
1779,JOHN HOW
1779,CALEB TEAKLE
1779,JOSEPH NEVEL
1779,WILLIAM ANDERSON
1779,THOMAS WOOD
1779,ABRAHAM BEACHUM
1779,JOHN JONES
1779,WILLIAM CONQUISH
1779,WILLIAM CARR
1779,CARY WILKINSON
1779,RICHARD CONQUISH
1779,EDWARD EAR
1779,WILLIAM HEWETT
1779,JNO  DRIVER
1779,PEMBERTON LIPSCOMB
1779,LAWRENCE WASHINGTON
1779,JOHN DIXON
1779,NATHANIEL KUYKENDALL
1779,YVES ROCHE
1779,JOHN FOLEY
1779,LEONARD STUMP
1779,THOMAS HITE
1779,MARY BOOTH
1779,JAMES GARRARD
1779,GEORGE LEE
1779,DAVID MONROE
1779,JOHN TILLERY
1779,HUMPHREY BILLUPS
1779,WILLIAM WARD
1779,JOHN ROSE
1779,BENJAMIN JOHNSTON
1779,JAMES HUDNALL
1779,JAMOS HORD
1779,JOHN TABB
1779,THOMAS WILLIAMS
1779,JOHN BATTE
1779,RICHARD CHARLTON
1779,EDMUND BYNE
1779,AARON LANE
1779,RICHARD CAKELL
1779,JOHN BOLLING
1779,RICHARD CAHELL
1779,JOHN CRAIG
1779,JOHN DRIVER
1779,SARAH DUNN
1779,MARY RUSSELL
1779,ALLEN OTIS
1779,ELIZABETH MILLER
1779,WILLIAM WISHART
1779,JOHN BROOKE
1779,DANIEL COLEMAN
1779,CHARLES NEVON
1779,JOHN CHISMAN
1779,JAMES RICHARDSON
1779,HOWELL LEWIS
1779,ELIZABETH GODWIN
1779,WILLIAM HARWOOD
1779,JAMES MITCHELL
1779,WILLIAM PRICE
1779,DINAH TATUM
1779,PETER HERON
1779,JAMES DOSMONT
1779,JAMES UPSHAW
1779,EDWARD HILL
1779,ANDREW WOODROW
1779,MARY MILLER
1779,WILLIAM ROANE
1779,SAMUEL BEALE
1779,THOMAS & WILLIAM ROANE
1779,JNO  D  SCHWEIGHAUSER
1779,JAMOS MARSDEN
1779,JAMES WARREN
1779,ELIZABETH FULLER
1779,MILNER & HAYNES
1779,GEORGE REID
1779,JOSEPH BUCHANAN
1779,GABRIEL JONES
1779,JOHN MEALS
1779,REBECCA MILLER
1779,ROBERT HONEYMAN
1779,JOHN INGRAM
1779,JOHN STRINGER
1779,DANIEL NORTHRUP
1779,JOHN VICTOR
1779,EDWARD TAYLOR
1779,THOMAS LORD FAIRFAX
1779,REUBIN GARNETT
1779,WILLIAM RUSSELL
1779,ANTHONY THORNTON
1779,EDWARD VOSS
1779,ARCHD  RITCHIE
1779,MATHEW ANDERSON
1779,JOSEPH SHELTON
1779,MATHEW PEARSON
1779,JOSEPH EGGLESTON
1779,JNO  HATLEY NORTON
1779,WILLIAM GOOSLEY
1779,EST  PUTNAM CLEMENTS
1779,SMITH & GATEWOOD
1779,JOHN BELL
1779,HENRY YODD
1779,RICHARD BRAY
1779,WILLIAM HARVEY
1779,FRANCIS CONWAY
1779,JOHN HIPKINS
1779,ANNE BLAIR
1779,HENRY TODD
1779,PAUL THILMAN
1779,GOEN CARBIN
1779,WILLIAM SMITH
1779,BAKER  BLOW & OLDHAM
1779,ARCHD  BLAIR
1779,ELIZABETH TALIAFERA
1779,THOMAS TABB
1779,THOMAS LEY
1779,NEWTON & KELLY
1779,HENRY KELLUM
1779,WILLIAM GREEN MUNFORD
1779,WILLIAM MCKEE
1779,JOHN BOUSH
1779,THOMAS PESCUD
1779,GEO  JAMESON  JR
1779,KER & LYON
1779,WILLIAM JOHNSTON
1779,BARRETT WHITE
1779,JOHN LYME
1779,GEORGE HAYWOOD
1779,THOMAS MILLER
1779,JNO  FOWLER
1779,WILLIAM BURDETT
1779,JAMES WEIR
1779,PHRIPP & BONDOIN
1779,SPENCER BOYD
1779,JOHN CALOWELL
1779,HENRY WINFREY
1779,SPENCER WATTS
1779,WILLIAM WATSON
1779,RICHARD HENRY
1779,MARTHA KIRBY
1779,JOHN HARMANSON
1779,JOHN KOARNS
1779,JOSEPH CURDE
1779,JNO  H  NORTON
1779,CATHARINE KUYKENDALL
1779,RICHARD BOYCE
1779,SAMUEL LEWIS
1779,WILLIAM TALMAN
1779,PETER B  WHITING
1779,FRAS  HOBDAY
1779,ROBERT WALKER
1779,THOMAS CARTWRIGHT
1779,HUGH NELSON
1779,MARK NEPHEW & CO
1779,ISAAC & THOROUGHGOOD SMITH
1779,SAMUEL OLDHAM
1779,WILLIAM BRADLEY
1779,MITCHELL & OLDHAM
1779,DOERNER & MARK
1779,CAPTN  C  MOSSBY
1779,ANTHONY BAKER
1779,MICHL  STUMP
1779,LUTHER LYON
1779,THOMAS THOMPSON
1779,NATHANIEL BUTLER
1779,WILLIAM TRIPLETT
1779,WHITEHEAD LESTER
1779,JOHN HATLEY NORTON
1779,GEORGE READ
1779,WILLIAM MALLORY
1779,THOMAS BALLARDE
1779,ROBT  DRENTIS
1779,YRES LECLERCE
1779,HUGH WALKER
1779,RICHARD FIGURES
1779,JOHN DUPREE
1779,JOHN BARKSDALE
1779,MARTIN BAKER
1779,GARLAND ANDERSON
1779,THOMAS & WILLIAM VARRING
1779,THOMAS TALBOTTS EST
1779,THOMAS BOWLWARE
1779,FRANCIS HAYNES
1779,JEAN GAUJEAN
1779,PEMBROKE GODIN
1779,MARY BRADLEY
1779,THOMAS HUGHART
1779,JAMES BONESIDES
1779,DR  MATHEW POPE
1779,JOHN SOUTHCOMB
1779,NATHANIEL ANDERSON
1779,WILLIAM LITTLE
1779,JAMES CARY
1779,ED CUSTIS
1779,WILLIAM FRANCIS BICKERTON
1779,JOHN JAMESON
1779,DAVID JAMESON
1779,JNO  WALLINGTON  SR
1779,JOHN FOWLER
1779,HENRY BROWN
1779,WILLIAM NAUL
1779,THADRACH LUNSFORD
1779,THOMAS MORRIS
1779,RUTH GODFREY
1779,JOHN LOWRY
1779,ROBERT MCCLENNACHAN
1779,CHARLES DAVISON
1779,GEORGE CARRINGTON  JR
1779,MOSS ARMISTEAD
1779,ABRAM BEACHUM
1779,NATHANIEL NELSON
1779,RICHARD LEE
1779,GEORGE LYNE
1779,CATHARINE SCOTT
1779,RICHARD JACKSON
1779,JONATHAN BECKWITH
1779,PETER MULLEN
1779,ROBERT ELAM
1779,LYNE SHAKLEFORD
1779,PATRICK ROURK
1779,WILLIAM WALKER
1779,WILLIAM FOUSHEE
1779,JAMES BRIDGER
1779,RICHARD D  JENNINGS
1779,FRAS  ANDERSON
1779,GEORGE WALTON
1779,JNO  MARNIX
1779,WILLIAM PANNILL
1779,WILLIAM SPINDLE
1779,WILLIAM HARVY
1779,WILLIAM BURDEN
1779,EDWARD DOUGHTY
1779,THOMAS PIERCE
1779,PIERCE WILLSON & CO
1779,MESS  EARLY & CALLAWAY
1779,WILLIAM CHAMLIN
1779,MARTIN TRUE
1779,MESS ROULHAC & CO
1779,THEODERICK BLAND
1779,WILLIAM BLUNT
1779,MOSELEY ARMISTEAD
1779,JAMES DIXON
1779,WILLIAM THOMAS EXOS  JAMES ECUM
1779,JOHN TARPLEY
1779,JAMES HENRY
1779,BARTHOM  TAYLOR
1779,JOHN DURANE
1779,NICHOLAS GAUTIER
1779,ANNE PETERS
1779,BERNARD SMITH
1779,JAMES LADD
1779,SAMUEL B  CUMMINGHAM
1779,DAVID ROSS
1779,THOMAS ALLEN
1779,WILLIAM A  BAYLEY
1779,MITCHELL & GRAHAM
1779,ALEX WHITE
1779,BAKER BLOW & OLDHAM NAN
1779,JOSEPH ROBERTS
1779,CHRISTIAN STICKLEY
1779,EST  NEWMAN B  BARNES
1779,JOHN HOWLETT
1779,PASCON HERBERT
1779,JAMES STRODEL
1779,ANNA MCDONALD
1779,WILLIAM DAVIS
1779,JUDITH HERBERT
1779,EST  OF PRESLEY THORTON
1779,JOSEPH WARWICK
1779,GARRETT VANMETER
1779,JOSIAH CLAPHAM
1779,JOHN COLGIN
1779,THOMAS COLSTON
1779,ABRAM INSKEEP
1779,YRES LECLERC
1779,SAMUEL WILLIAMS
1779,ABRAHAM HITE
1779,FRAS  RIDDLEHURST
1779,JOHN ABNEY
1779,ARTHUR CAMPBELL
1779,MILLS FRAZER & CO
1779,WILLIAM MORRIS
1779,SAMUEL PEACHY
1779,ISAAC GANE
1779,JAMOS WARREN
1779,HENRY RIDDICK
1779,ANDERSON SCOTT
1779,RICHARD TUNSTALL  ESQ
1779,WILLIAM BERNARD
1779,JAMES TAYLOR
1779,FEUDAL SUTHERLAND
1779,JOHN WEST
1779,ANTHONY PERRYMAN
1779,JOHN TAYLOR
1779,ROBERT PRENTIS
1779,MATTHEW PEARSON
1779,EDWARD CHARLTON
1779,HENRY LIPSCOMB
1779,SAMUEL BEALLE
1779,FRANCIS BARRETT
1779,REDMAN HALEATT
1779,GEORGE CORBIN
1779,JAMES MARSDEN
1779,WILLIAM STOKES
1779,BENJAMIN ROBINSON  JR
1779,JOSEPH TEMPLE
1779,WILLIAM LEWIS
1779,POLLARD Y  VALLENTINE
1779,JOHN MARNEX
1779,DAVID REANING
1779,SAMUEL STIGLER
1779,WILLIAM CARTER
1779,WILLIAM VANDIVER
1779,JOHN DICKENSON
1779,STEPHEN JOHNSTON
1779,THOMAS ELLIOTT
1779,JOHN SEWARD  JR
1779,JOHN GORDON
1779,THOMAS GASKINS
1779,ANDERSON DUGAR
1779,THOMAS JETT
1779,HENRY JENNINGS
1779,WILLIAM STANHOPE
1779,JOHN FOSTER
1779,JOEL ANCORAM
1779,JOHN ASHTON  JR
1779,CHARLES ASHTON
1779,WILLIAM DAVENPORT
1779,JOHN ASHTON
1779,FRANCIS THRONTON
1779,WILLIAM PARKER
1779,JAMES BARRON
1779,ROBERT BROWN
1779,ROBERT SELDEN
1779,HANNAH BAYLOR
1779,JOSIAH PARKER
1779,HAY TALIAFERRO
1779,JAMES TILLERY
1779,JOHN EDLOE
1779,DANIEL TRUEHEART
1779,PETER MINOR
1779,WILLIAM HILL
1779,HENRY KNIGHT
1779,THOMAS ANDERSON
1779,JOHN THOMPSON
1779,THOMAS NEWTON
1779,THOMAS CORBIN
1779,MONSR  FABREL
1779,NATHANIEL SAUNDERS
1779,WILLIAM LYNE
1779,WILLIAM MENESEE
1779,ISAAC HITE
1779,SAMUEL DEW
1779,ENOCH JONES
1779,ALEXA  HITE
1779,THOMAS CARNAL
1779,THOMAS COLLINS
1779,JNO  & HENRY KUYKENDAL
1779,JOHN HUNTER
1779,JOHN BROWNLOW
1779,ROBT  B  CHEW
1779,THOMAS SKINKER
1779,EST  OF WILLIAM LIGHTFOOT
1779,DAVIS & MORRIS
1779,PREESON BONDOIN
1779,BREESON BONDOIN
1779,PHILIP BOUSH
1779,PAUL THELMAN
1779,EDWRD DOUGHTY
1779,PATRICK ROBINSON
1779,WILLIAM VASHEUR
1779,JOHN VASHEUR
1779,JOHN SYME
1779,THOMAS CHINN
1779,RICHARD MITCHELL
1779,ROULHAC & COMPY
1779,MILES KING
1779,THOMAS BRUMFIELD
1779,JOHN RAMSAY
1779,THOMAS WITHERS
1779,JNO  ACKISS
1779,THOMAS DUNCASTLE
1779,CHARLES THOMAS
1779,JAMES DICKIE
1779,CHARLES YATES
1779,NICHOLAS B  SEABROOKE
1779,THOMAS ONSBY
1779,WILLIAM TURNER
1779,JOHN CARTER  JR
1779,WILLIAM DAVES
1779,GEORGE SAUNDERS
1779,JOHN AUSTIN
1779,RICHARD SQUIRE TAYLOR
1779,THURMER HOGGARD
1779,WILLIAM NELSON
1779,WILLIAM GRIFFIN
1779,JAMES BRIGGS
1779,WILLIAM WHITEHEAD
1779,LEMUEL GODWIN
1779,JOHN ACKISS
1779,DANIEL L  HYLTON
1779,WILLIAM REYNOLDS
1779,THOMAS ROMP
1779,WILLIAM ROBINSON
1779,NATHANIEL L  SAVAGE
1779,JAMES HENDRICKS
1779,THOMAS BONLARE
1779,JOHN HENSHAW
1779,JOHN HARVIE
1779,JOHN HOPKINS
1779,JOHN ARCHER
1779,FRANCIS LEE
1779,JAMES VAUGHAN
1779,GALVAN DEBERNOUX & CO
1779,JACOB WRAY
1779,CHRISTOPHER TOMPKINS
1779,THOMAS LOWRY
1779,GALVAN DEBERNOUX
1779,JOHN EUSTACE
1779,GACHARIAH JOHNSTON
1779,THOMAS MYERS
1779,JOHN H  NORTON
1779,JAMES HUGHES
1779,BENJAMIN DAY
1779,MISS EARLY & CALLAWAY
1779,MATTHEW JAMES
1779,WILLIAM HEWLETT
1779,MESSRS  NEWTON & HOLLY
1779,SAMUEL TEMPLE
1779,HENRY WHITE
1779,JAMES BEASLEY
1779,WILLIAM BRYAN
1779,HARDEN BURNLEY
1779,JOHN GARRARD
1779,LEVIN POWELL
1779,KEEL & ROBERTS
1779,LATIMER HALSTEAD
1779,WILLIAM SOOTER
1779,JOHN TENNANT
1779,ARCHUD  BASS
1779,JOHN HALL
1779,WELLS COWPER
1779,WILLS COWPER
1779,RAWLEIGH COLSTON
1779,JOHN BLANTON
1779,JOHN LELAND
1779,JAMES LEE
1779,JESSE TAYLOR
1779,LUKE LUKER
1779,THOMAS HUGES
1780,MARY STITH
1780,JOHN HAY
1780,JNO  ELLIS
1780,WILLIAM NIMMO(S)
1780,EST  OF MARGARET TAYLOR
1780,JOHN HEATH
1780,JNO  VERSCHEUR
1780,NICHOLAS FLOOD'S ADM
1780,JOHN ELLIS
1780,FRANCIS DENEY
1780,WILLIAM PARKE'S EXS
1780,ANTHONY THOMPSON
1780,JOHN DURANCE
1780,ELIZABETH THORROUGHGOOD
1780,GEORGE WASHINGTON TRUSTEES
1781,JAMES HOLT'S EST
