year,name
1778,GEORGE ROWAN
1778,HUGH YOUNG
1778,THOMAS JOHNSON
1778,JAMES SCOTT
1778,WILLIAM JOHNSON
1778,JOHN MUIR
1778,EDWARD DAY
1778,REBECCA DAY
1779,JEREMIAH J CHASE
1779,JAMES WILLIAMS
1779,EASTMAN AND NETH
1779,JOSEPH WILLIAMS
1779,BENJAMIN HARWOOD
1779,THOMAS CALLAHAN
1779,GEORGE MANN
1779,JAMES FORBES
1779,JOSEPH DOWSON
1779,EDWARD DAY
1779,ROBERT ALEXANDER
1779,JOHN HUNTER
1779,JOHN SANDFORD
1779,WILLIAM HUNTER
1779,ROBERT MCCRERY AND CO.
1779,JACOB COX
1779,JOSEPH CARCELLER
1779,WASHER BLUNT
1779,ROBERT MAYS
1779,JAMES LAWRENSON
1779,ARELL COOPER AND ARREL
1779,JOHN HERNDON
1779,PERRY DREWS
1779,BENJAMIN MACKALL
1779,SD GEORGE
1779,ABRAHAM VANBIBBER
1779,ISAAC VANBIBBER
1779,RICHARD CONWAY
1779,ROBERT ADAMS
1779,JOHN CARLILE
1779,CHARLES GRAHAM
1779,JOHN LOMAX
1779,PHILLIP GRIMES
1779,WILLIAM RUMNEY
1779,ALLISON AND RAMSEY
1779,WILLIAM BAILEY
1779,JOSEPH BAILEY
1779,GEORGE STEWART
1779,MARGARET DORSEY
1779,MICHAEL PUE AND CO.
1779,JOHN MERCER
1779,SAMUEL PURVIANCE
1779,THOMAS BROWING
1779,NICHOLAS MACCUBBIN
1779,JOHN STEWART
1779,THOMAS DONNELLAN
1779,DANIEL FOX
1779,WILLIAM WOOLSEY
1779,GEORGE SALMON
1779,WILLIAM NEIL
1779,WILKINS AND GASSAWAY
1779,WILLIAM HAMMOND
1779,DRUMMON WHEELER
1779,HENRY GUNNEL
1779,SIMON SUMMERS
1779,GEORGE THEFT
1779,RICHARD CHICHESTER
1779,EDWARD DULIN
1779,JOHN DOLIN
1779,WILLIAM BURGESS
1779,DANIEL COX
1779,MOSES HASLET
1779,THOMAS SANGTON
1779,RICHARD SANE
1779,JAMES YOUNG
1779,JOHN H STONE
1779,JAMES DICK
1779,ADAM GREY
1779,PETER WATERS
1779,CATHERINE WALKER
1779,MARY WALKER
1779,WILLIAM STINSON
1779,HOOE AND HARRISONS
1779,ANN NEALE
1779,JOSEPH ROBERTSON
1779,JOSEPH SPARK
1779,JOSEPH HOWARD
1779,THOMAS RUSSELL
1779,SAMUEL COCKANE
1779,JESSE BOWEN
1779,THOMAS CONTEE
1779,THOMAS GRAHAM
1779,CLARA SLIGH
1779,ISAAC COOPER
1779,ALEXANDER SOMERVILLE
1779,WILLIAM TAYLOR
1779,RUSSELL AND GILMORE
1779,BENJAMIN BOND
1779,WILLIAM YOUNG
1779,JOHN WEEMS
1779,HENRY HALL
1779,JAMES GOULD
1779,JAMES WEEMS
1779,AQUILLA HALL
1779,JUDSON COLLEDGE
1779,NOTLEY YOUNG
1779,LUTHER MARTIN
1779,CAROLINE ORRICK
1779,ROBERT DARNELL
1779,THOMAS FLYDE
1779,WALLACE AND DAVIDSON
1779,THOMAS USHER
1779,THOMAS YATES
1779,BENJAMIN SOOY
1779,HUMPHREY PEAKE
1779,WILLIAM CARLIN
1779,JOHN RAINEY
1779,RICHARD AND JENNINGS
1779,JOHN HALL
1779,THOMAS LANGTON
1779,NICHOLAS GASSAWAY
1779,JAMES SMITH
1779,JOHN P MERCHANDIN
1779,WILLIAM DIGGS
1779,HERMAN VANLEEL
1779,JOHN DORSEY
1779,WILLIAMS JOHNSON
1779,PETER KOMPER
1779,NATHANIEL SMITH
1779,JOHN GAIN AND CO.
1779,RICHARD FETELL
1779,JACOB CALVER
1779,JOHN PRESENT
1779,THOMAS BURPE
1779,RICHARD GEORGE
1779,NATHANIEL HAMMOND
1779,JOHN WESTON
1779,MARY PEYTON
1779,PIERCE CREIGH
1779,MARY GHISELM
1779,CHRISTIAN LYBRANT
1779,JOHN WISHER
1779,JOHN HANSON
1779,DAVID MCFARLANE
1779,ABRAHAM LENSON
1779,EDWARD THOMPSON
1779,WILLIAM DOUGLASS
1779,WILLY HYE
1779,LEONARD HOLLIDAY
1779,AQUILLA PACA
1779,SAMUEL THOMAS
1779,WILLIAM ROBERTSON
1779,WILLIAM HOLMS
1779,JOHN HENRY MACCUBBIN
1779,BENJAMIN DULANY
1779,RICHARD MACCUBBIN
1779,ROBERT MANNING
1779,WILLIAM FARIS
1779,MARY GREY
1779,THOMAS RUTLAND
1779,BENJAMIN HALL
1779,JOHN MILLS
1779,ELLISTON PERROT
1779,AARON MATTESON
1779,HENRY SHIEF
1779,BENJAMIN GRIFFITH
1779,DAVID SHIELDS
1779,WILLIAM GULDHALL
1779,THOMAS BUCKINGHAM
1779,CHARLES BERKBECK
1779,SOLOMON ALLEN
1779,RICHARD DEMMON
1779,NATHANIEL GRIFFITH
1779,JOSEPH DAFFIN
1779,EDMOND WAYMAN
1779,VACHEL WHITE
1779,GERRARD FRAMMELL
1779,THOMAS JENKINS
1779,DANIEL CLARKE
1779,THOMAS COCKEY
1779,GEORGE WASHINGTON
1779,WILLIAM TRIPLETT
1779,THOMAS H MARSHALL
1779,CHARLES BROODWATER
1779,WILLIAM WREN
1779,BENJAMIN BELT
1779,PENELOPE FRENCH
1779,THOMAS TRIPLETT
1779,ALEXANDER MCFADIN
1779,THOMAS BOND
1779,PHILLIP KEY
1779,JOHN BRUNER
1779,JOSEPH FOSSTOLL
1779,JESSE BOURNE
1779,ARTRIDGE ALLEN
1779,ALEXANDER MCFARDON
1779,RICHARD BARNES
1779,JOSEPH CLARKE
1779,WILLIAM BAKER
1779,WILLIAM BRENT
1779,CLEMENT HILL
1779,PETER BOND
1779,JOHN MCPADON
1779,RAPHAEL THOMPSON
1779,JOHN WARREN
1779,DAMARIS KENNEDY
1779,LEVIN DASHIELL
1779,THOMAS SEON
1779,GEORGE J CANDY
1779,RICHARD DALLAM
1779,SAMUEL WILSON
1779,JOHN JONES
1779,ANN GLASGON
1779,ROBERT ELZEY
1779,SARAH BALLARD
1779,WILLIAM JONES
1779,JAMES ELZEY
1779,MARTHA WILSON
1779,SAMUEL SLOANE
1779,ISAAC HOLLAND
1779,ELIZABETH JONES
1779,ANN ELZEY
1779,NATHANIEL CULVER
1779,JOHN WILLIAMS
1779,ANN JACKSON
1779,MISS ANN ELZEY
1779,JOHN LAWS
1779,MARY A HANDY
1779,NEHEMIAH TURPIN
1779,ANN WALTER
1779,MR BEALL
1779,THOMAS EDMONDSON
1779,JOSEPH SIM
1779,JOSEPH RICHARDSON
1779,THOMAS WHITE
1779,WILLIS NEWTON
1779,JOHN WHITE
1779,JOSEPH HALL
1779,JOSEPH STEE
1779,GEORGE DARBY
1779,WILLIAM POTTS
1779,THOMAS WRIGHT
1779,CHARLES CARROLL BAR
1779,CHRISTOPHER LOUNDS
1779,JAMES DUNCALE
1779,JAMES MOORE
1779,EDWARD PAINE
1779,PIERCE BAILEY
1779,JAMES STERRETT
1779,WILLIAM MARTIN
1779,JAMES MURRAY
1779,RICHARD BOOTH
1779,SARAH DENT
1779,JOHN STERRETT
1779,NICHOLAS WORTHINGTON
1779,PAUL SEIMON
1779,SAMUEL MESSERSMITH
1779,JOSIAS BEALL
1779,HENRY WILSON
1779,JOHN DUVALL
1779,THOMAS BAYNARD
1779,ALICE NICHOLSON
1779,JOHN PARKER
1779,RICHARD ROBINSON
1779,JOHN SHANAHAN
1779,SAMUEL HUGHES
1779,RICHARD MASON
1779,JAMES NEVISON
1779,THOMAS CRAMPHIN
1779,JOSEPH BEALL
1779,JOHN LEVILLAN
1779,CLEMENT MATTINGLEY
1779,JOHN SHANKS
1779,ALEXANDER MAGRUDER
1779,JACOB BRICE
1779,WILLIAM DICKSON
1779,THOMAS M WILLIAMS
1779,GEORGE SCHNERTZEL
1779,JOHN ALLIM
1779,PETER WEBB
1779,STEPHEN RAMSBURGH
1779,STEPHEN STEWART
1779,CALEB BURGESS
1779,MARY GHISELIN
1779,SAMUEL CHENEY
1779,VERTINDA TANNAHILL
1779,MARK ALEXANDER
1779,RICHARD LEMMON
1779,JOHN HOWELL
1779,ABRAHAM PAW
1779,ELIZABETH DORSEY
1779,JOHN COCKEY
1779,DANIEL PARKER
1779,JOHN SCOTT
1779,HENRY HOOPER
1779,SARAH PATTISON
1779,JOHN SCHLY
1779,SAMUEL SNOWDEN AND CO.
1779,WILLIAM SELMAN
1779,ROBERT HARRISON
1779,THOMAS F ECCLESTON
1779,WEATHERS SMITH
1779,MARY HARBERT
1779,ELIZABETH CAILE
1779,JOHN C HARRISON
1779,MICHAEL PUE
1779,WILLIAM LYLES
1779,CHRISTOPHER BIRKHEAD
1779,CHARLES ALLEN
1779,DANIEL BOWLEY
1779,JOHN MANLEY
1779,PAUL COX
1779,CHARLES HARRISON
1779,ROBERT WALTERS
1779,NICHOLAS R MOORE
1779,HENRIELLA SKINNER
1779,JOHN SHEW
1779,WILLIAM GOLDSMITH
1779,ELIJAH BESLEY
1779,EDWARD TILGHMAN
1779,RICHARD D JENNINGS
1779,BENNET CHEW
1779,JONATHAN BUFFINGTON
1779,JOHN CHAPMAN
1779,RICHARD WATERS
1779,WILLIAM JOHNSON
1779,JOHN MUIR
1779,PRISCILLA FRANKLIN
1779,MARY SOTHORAN
1779,WILLIAM NOEL
1779,JOHN BOLTON
1779,ARTHUR BRYAN
1779,RISDON BESMAN
1779,JAMES HANDY
1779,JUDSON COOLEDGE
1779,DAVID WEEMS
1779,JOSEPH GALLOWAY
1779,WILLIAM WATTS
1779,CHARLES CARROLL BARRISTER
1779,GEORGE VANDE
1779,ISAAC HARTMAN
1779,WILLIAM RAVENSHAW
1779,ROBERT HARRIS
1779,EDWARD PURNEL
1779,THOMAS COPPINGER
1779,WILLIAM YOUNG AND CO.
1779,JOHN THRELKELD
1779,RICHARD R RANDALL
1779,JAMES BERRETT
1779,SMITH HORSEY
1779,WILLIAM WATERS
1779,JAMES BERHAGRA
1779,JACOB CULVER
1779,PAUL HASSEY
1779,GERRARD FOWKE
1779,THOMAS HOLBROOKE
1779,FRANCIS KING
1779,JAMES STEUART
1779,WARREN DENT
1779,FRANCIS MASLIN
1779,WILLIAM WILSON
1779,RICHARD BERNES
1779,MATILDA BOUNDS
1779,WILLIAM WINDER
1779,NEHEMIAH KING
1779,RICHARD PONSONBY
1779,THOMAS HEWIT
1779,ANN DALLAM
1779,THOMAS WATERS
1779,WHITLEY MCCLEMMY
1779,ROBERT BRISCOE
1779,JOSEPH PERRY
1779,THOMAS LAZENBY
1779,HEBER WHITTINGTON
1779,CHARLES RIDGELY
1779,ROBERT CONWAY
1779,MICHAEL MCBRIAN
1779,JOHN JOHNSON
1779,WILLIAM MATTHEWS
1779,ELIZABETH MARWELL
1779,EDWARD DORSEY
1779,WILLIAM SPURIER
1779,JOHN KEEN
1779,EPHRAIM HOWARD
1779,JOHN BARNES
1779,THOMAS LINTHICUM
1779,EDMOND HAGAN
1779,WILLIAM PEARCE
1779,THOMAS JENNINGS
1779,JOHN A THOMAS
1779,BLADEN CRACRAFT
1779,BARBARY SEVERN
1779,WILLIAM FITZHUGH
1779,THOMAS WITKINS
1779,MARY WINCHESTER
1779,ROBERT ALLISON
1779,STEPHEN TARTTON
1779,CUMBERLAND DUGAN
1779,JOHN SWENSON
1779,JOHN DALY
1779,JESSE HEBB
1779,GEORGE TRUIT
1779,DENWOOD WILSON
1779,DAVID WILSON
1779,MAJOR SWEENEY
1779,WILLIAM STRAWBRIDGE
1779,THOMAS WILSON
1779,VERNON HEBB
1779,GEORGE CHILTON
1779,CHARLES CHILTON
1779,JOHN ROLINGS
1779,ISAAC PERKINS
1779,JOHN COULTER
1779,JAMES HOPEWELL
1779,JOHN HAMBLETON
1779,IGNATIUS SWERD
1779,THOMAS RAMSEY
1779,MOSES DARLING
1779,GEORGE GRIEST
1779,ANDREW S ENNELLS
1779,DAVID ROBINSON
1779,ROGER FERRELL
1779,SAMUEL WRIGHT
1779,GEORGE HANDY
1779,NICHOLAS CREAGER
1779,WILLIAM BUCHANAN
1779,JAMES ALVY
1779,JOHN STERRITT
1779,KIRSLEY AND MONROW
1779,JOHN YINGLING
1779,ELIZABETH MAXWELL
1779,ROBERT COUDEN
1779,DAVID SHRIVER
1779,BENEDICT SWOOPE
1779,ANDREW SHRIVER
1779,JOHN JIAMS
1779,JOHN WILMOT
1779,THOMAS B HODGKIN
1779,BERNARD O'NEILL
1779,SAMUEL CHASE
1779,ANTHONY SIMMES
1779,EDMUND HEGAN
1779,ARCHIBALD PATTISON
1779,PHILLIP MACKEY
1779,DANIEL SULLIVAN
1779,MICHAEL BOURKE
1779,JOSEPH TURPIN
1779,THOMAS WATKINS
1779,SAMUEL GODMAN
1779,THOMAS WILLIAMS
1779,JOHN BENNETT
1779,WILLIAM BOWIE
1779,JOSEPH MAGOLLIN
1779,ROBERT BUCKLE
1779,HENRY NEILL
1779,BERIAH MAYBURY
1779,HENRY MURRAY
1779,WILLIAM HARPER
1779,WILFRED NEIL
1779,MAYBURY HOLMES
1779,SAMUEL HEPBURN
1779,ROBERTSON STEVENS
1779,WILLIAM SPEAR
1779,WILLIAM SMITH
1779,DAVID STEUART
1779,MILNER AND HAYNES
1779,DANIEL GRANT
1779,JOHN MCCLELLAN
1779,ALEXANDER MCPARTLIN
1779,STEPHEN STEWARD
1779,JOSEPH DAWSON
1779,WILLIAM RALLISON
1779,JOHN SPEAR
1779,JOHN TOOTELL
1779,RICHARD BRYAN
1779,JOHN VINING
1779,THOMAS HARWOOD
1779,NEWTON TREGO
1779,RICHARD THOMAS
1779,STEPHEN STAMP
1779,RICHARD RIDGELY
1779,THOMAS SNOWDEN
1779,ARCHIBALD BUCHANAN
1779,BENJAMIN RUMSEY
1779,GERRARD HOPKINS
1779,WILLIAM SYDEBOTHOM
1779,FRANCIS FAIRBROTHER
1779,JOHN LAWIS
1779,WILLIAM WILKINS
1779,JAMES WEST
1779,GUSTAVUS SCOTT
1779,ELEANOR LANSDALE
1779,ATHENATIUS FORD
1779,HANCE CREEY
1779,ELIZABETH ALDEN
1779,JACOB SCHLY
1779,WILLIAM GOODWIN
1779,JAMES MARSHALL
1779,WALLACE DAVIDSON
1779,PHILIP GRABLE
1779,ANDREW S ENNALLS
1779,GEORGE HAYS
1779,SAMUEL L CHEW
1779,ABRAHAM FAW
1779,ELIZABETH TRIPPE
1779,ARCHIBALD MCNEALE
1779,MARY RITCHIE
1779,JOHN ASHTON
1779,BENJAMIN LEVY
1779,CHARLES JONES
1779,JOHN SPRIGG
1779,ARTHUR WHITELY
1779,JOHN TRIPPE
1779,SARAH BYUS
1779,EDWARD TALLY
1779,THOMAS BURWOOD
1779,HENRY ROZIER
1779,ELIZABETH SPRIGG
1779,RICHARD LANSDALE
1779,EDMUND BRICE
1779,JAMES ANDERSON
1779,STANLEY BYUS
1779,HENRY STOOPER
1779,BARTHOLOMEW BOOTH
1779,JUDSON COOLIDGE
1779,MARGARET BROOKE
1779,SABRET SOLLARS
1779,JOSHUA GIST
1779,FRANCIS PLOWDEN
1779,WILLIAM GROGHEGAN
1779,HARBERT WALLACE
1779,ROBERT LONG
1779,SAMUEL JACOB
1779,TOWNSEND EDEN
1779,WILLIAM M BEALL
1779,WILLIAM ADAMS
1779,NICHOLAS NORMAN
1779,PHILIP DOWNES
1779,JOHN GIST
1779,PETER SHEPHERD
1779,FREINK LEEKS
1779,JOHN CONTEE
1779,POLLY STERRET
1779,JAMES KEITH
1779,DAVID MCMECHEN
1779,HANSON BRISCOE
1779,FRANCIS CURTIS
1779,ANN DICKSON
1779,JOHN DARNALL
1779,WILLIAM ASQUITH
1779,THOMAS SOLLARS
1779,SABRETT SOLLARS
1779,THOMAS OWENS
1779,JOHN GREEN
1779,WILLIAM HERCHET
1779,WILLIAM WEEMS
1779,JOSEPH THREDKELD
1779,THOMAS HARRIS
1779,CONRAD GROSH
1779,SAMUEL CHEW
1779,THOMAS A REEDER
1779,JOHN GWIN
1779,HENRY M HANSON
1779,CLARE SLYE
1779,ANN NEAL
1779,WILLIAM SMALLWOOD
1779,JOHN CLEMONTS
1779,ROGER JOHNSON
1779,PARKER SELBY
1779,HENRY BRADFORD
1779,BENJAMIN ANDREWS
1779,SIMON WHITMORE
1779,HENRY BOTELER
1779,REVERDY GHISELIN
1779,MATHIAS SHRUBB
1779,ELIJAH BEATTY
1779,PETER BATZEL
1779,THOMAS THRESHER
1779,WILLIAM THOMAS
1779,JACOB PRANGLE
1779,LEONARD SMITH
1779,WILLIAM HOUSE
1779,NICHOLAS TROUP
1779,JOHN BEATTY
1779,PETER CRAPELL
1779,CHARLES CARRELL(BAR)
1779,WILLIAM DEAKINS
1779,THOMAS C DARE
1779,PATRICK BROHAM
1779,HEC AND HARRISONS
1779,RICHARD SPEAKE
1779,JOHN MATTHEWS
1779,WALTER JENKINS
1779,PHILIP THOMAS
1779,JOSEPH MAYO
1779,FRANKLIN PERRY
1779,JOHN JACKSON
1779,JOHN GULLETT
1779,GEORGE BRISCOE
1779,CHARLES BROADWAY
1779,ABRAHAM MISTER
1779,JOHN BADEN
1779,THOMAS BETTS
1779,PHILIP ALEXANDER
1779,SARAH ASHTON
1779,GERRARD ALEXANDER
1779,ROBERT FINLEY
1779,JOHN HAYS
1779,JOHN G FRAZIER
1779,LAWRENCE SANDFORD
1779,NICHOLAS LINGAN
1779,HENRY BAKER
1779,HENRY CRAWL
1779,WILLIAM DICKENSHEET
1779,ADAM SNERDER
1779,ULRICK MISTER
1779,WILLIAM MCCREARY
1779,JOHN ARCHER
1779,WILLIAM RICHARDSON
1779,JOHN STEVENS
1779,MATTHEW DRAWER
1779,RICHARD PATTISON
1779,JONATHAN EATON
1779,THOMAS EATON
1779,JEREMIAH PATTISON
1779,ANDERTON EATON
1779,MOSES GROHEGAN
1779,CHARLES WARFIELD
1779,WILLIAM CARR
1779,FOUGHE TABBS
1779,SAMUEL GRIFFITH
1779,HENALLA DAVY
1779,JOHN GILSON
1779,HUGH YOUNG
1779,MICHAEL ZEISTER
1779,JOHN EDDIN
1779,THOMAS KING
1779,JOHN PARNHAM
1779,EDMUND NELMS
1779,FRANCIS HEMMERSLY
1779,THOMAS MULLENEAUX
1779,HENRY ANDERSON
1779,WILLIAM ENNALS
1779,SAMUEL KILLAM
1779,WILLIAM SMITHSON
1779,GERRARD BOARDMAN
1779,EDWARD DOWNES
1779,THOMAS JEAMS
1779,THOMAS HUGHLETT
1779,TRISTRAM THOMAS
1779,JOHN LECOMPTE
1779,JESSE READ
1779,MARGARET WALKER
1779,THOMAS HARRISON
1779,ROBERT MOODY
1779,JOSEPH COUDEN
1779,JACOB JONES
1779,SAMUEL DAVIDSON
1779,GEORGE MEDFORD
1779,STEPHEN COMPTON
1779,JOHN KERSLEY
1779,JAMES PERRY
1779,THOMAS CREATON
1779,FRANCIS DEAKINS
1779,JOHN SEYS
1779,
1779,JOHN DONE
1779,BENJAMIN YIELDHALL
1779,JOHN RUMSEY
1779,JOHN MCCREAKIN
1779,JOHN MCLURE
1779,THOMAS LEWIS
1779,MCLURE AND STERRETT
1779,WEATHER SMITH
1779,POLLY AND HARRIET STERRETT
1779,STERRET WELLS
1779,JAMES NEALE
1779,RICHARD BARNETT
1779,RICHARD NIRTHEURF
1779,JOHN HENRY
1779,WILLIAM ECCLESTON
1779,ZACHARIAH FORREST
1779,SAMUEL ABELL
1779,CHARLES PRATHER
1779,WILLIAM MCBRIDE
1779,OUTERBRIDGE HORSEY
1779,GEORGE WILSON
1779,BENJAMIN BIRD
1779,CORDELIA HALL
1779,JOHN GROFFE
1779,GEORGE WINTERS
1779,GEORGE BENCE
1779,ANTHONY LECOMPTE
1779,BENJAMIN VENABLES
1779,FRANCIS MURRAY
1779,JOSEPH VENABLES
1779,WILLIAM MOORE
1779,LEVIN MOORE
1779,WILLIAM BOYD
1779,REBECCA SMITH
1779,WILLIAM DAVIS
1779,JAMES MORGAN
1779,MARY PARKER
1779,CORNELIUS GARRETSON
1779,GEORGE CHENEY
1779,JOHN SNOWDEN
1779,RICHARD PRATHER
1779,JAMES REUTHER
1779,VAN SWEARINGEN
1779,THOMAS STONE
1779,JOSEPH BEALL OF NINIAN
1779,JOSEPH FORD
1779,ATHANATIUS FORD
1779,HENRY BROOKE
1779,FREDERICK CRAFT
1779,THOMAS HALL
1779,JOHN GIBSON
1779,THOMAS COX
1779,AQUILA HALL
1779,FRANCIS GARRETSON
1779,THOMAS S WOOTEN
1779,JOHN J SCHLEY
1779,THOMAS RICHARDSON
1779,RUSSELL AND GILMOUR
1779,GEORGE YOST
1779,JAMES SHORT
1779,CONROD T WEDERSTRANDT
1779,MICHAEL BURKE
1779,NICHOLAS DILL
1779,HENRY HUNTZ
1779,WILLIAM WHITELY
1779,EDWARD NOEL
1779,ISAAC GRIEST
1779,DAVID STEVENS
1779,MARILLA ANDREWS
1779,HENRY BIDGELY
1779,WILLIAM TRAY
1779,WILLIAM GILLIS
1779,EZEKIAL VICKERS
1779,RICHARD POTTS
1779,EDWARD MCPARLING
1779,THOMAS WHEELER
1779,RICHARD B HALL
1779,HENRY HILL
1779,JOHN GORDON
1779,JOSEPH GILLIS
1779,BENJAMIN PURNELL
1779,MARTHA ROUNDALL
1779,WILLIAM WRIGHT
1779,WILLIAM PACA
1779,SAMUEL MCCLEMMY
1779,THOMAS RUTLAND OF EDWARD
1779,JOHN NELMS
1779,PATRICK BRAHAWN
1779,THOMAS BELT
1779,ADAM GARTZ
1779,JOSEPH BRUFF
1779,JOHN BROOKE
1779,HARRIET STERETT
1779,JOHN LAWSON
1779,BASIL BEALL
1779,HEZEKIAH MAGRUDER
1779,WHITLY MCCLEMMY
1779,RICHARD TUBMAN
1779,JOHN BEALL OF NINIAN
1779,RICHARD CURSON
1779,GILBERT MIDDLETON
1779,ELIZA MURRAY
1779,WILLIAM BIGGS
1779,RICHARD PARTHER
1779,JAMES GETTINGS
1779,THOMAS FLETCHER
1779,JOHN SMOOT
1779,HENRY ENNALLS
1779,ZECHARIAH OFFUTT
1779,JOHN BREWER
1779,JOHN CREIGHTON
1779,RICHARD CRABB
1779,JOHN THOMAS
1779,THOMAS BEATTY
1779,MARGARET ELZEY
1779,JOSEPH SMITH
1779,MARY A GOODWIN
1779,JAMES BRICE
1779,JONATHAN JONES
1779,CATHERINE FRAZIER
1779,HENRY GAITHER
1779,MARY MAYO
1779,HENRY MILES
1779,JOHN SMALL
1779,BENEDICT SWOPE
1779,RUDOLPH BRUBACK
1779,ANDREW WORMAN
1779,JOHN WEAVER
1779,MARTHA MERRITT
1779,FRANCIS FAIR BROTHER AND ALLEN LUYNN
1779,JOHN LEWIS GERRARD
1779,JACOB CASSELL
1779,THOMAS ROBINSON
1779,CHRISTIAN DEAN
1779,JOHN SKINNER
1779,ALEXANDER MCPHERSON
1779,JAMES RAWLINGS
1779,JACOB ALDRIDGE
1779,THOMAS CROW
1779,THOMAS SANDFORD
1779,JOHN SHAW
1779,ROBERT GEOGHEGAN
1779,WILLIAM ST CLAIR
1779,PATRICK SIM
1779,CONROD DUDDERAR
1779,ADAM SCHNEIDER
1779,THOMAS TAYLOR
1779,SAMUEL DAVIS
1779,RUTH RUMSEY
1779,CHRISTIAN TURNPAUGH
1779,HUGH MCBRIDE
1779,WILLIAM SIMPSON
1779,DANIEL CORNELIUS
1779,ANN PARNHUM
1779,MICHAEL JENKINS
1779,ABRAHAM HAFF
1779,GEORGE DEVILBISS
1779,THOMAS OGLE
1779,CHARLES WALLACE
1779,ANTHONY BANNING
1779,BENEDICT BRICE
1779,SARAH MANLEY
1779,MICHAEL SATE
1779,JOHN RAMSBURGH
1779,GEORGE CZEMAR
1779,WILLIAM SNYDER
1779,HENRY RIGH
1779,WILLIAM WEATHERON
1779,MICHAEL TRESTER
1779,RACHEL DISNEY
1779,WILLIAM BEATTY
1779,MARY CARROLL
1779,ALEXANDER HAINES
1779,GEORGE MOFFAT
1779,ANN HALEY
1779,DANIEL SCOTT OF AQUILA
1779,JOHN SOWART
1779,SAMUEL BAILES
1779,CATHARINE BROOKE
1779,JOSIAS BOWEN
1779,MARY HARDIN
1779,JOSEPH FRANTON
1779,JOSEPH FRANTOM
1779,WILLIAM DERN
1779,JOHN ADLUM
1779,SIMON SNOOKE
1779,ANN MOSE
1779,ELIZA DUCKER
1779,BENJAMIN PHIPS
1779,GEORGE WOOLSEY
1779,ADAM GRAY
1779,DANIEL BEWLEY
1779,GEORGE CREMER
1779,MARY MCCULLOCH
1779,MOSES RINGROES
1779,ELIZA CHASE
1779,CASPER EADER
1779,NICHOLAS WERTHINGTON
1779,JACOB SEASE
1779,REBECCA DAY
1779,PETER SHITTS
1779,BENJAMIN B NERRISS
1780,GEORGE DIGGS
1780,JOSEPH MAYO
1780,GEORGE KEEPORTS
1780,WILLIAM WILKINS
1780,JOHN MUIR
1780,THOMAS SCHLEY
1780,JOHN SKINNER
1780,MARY MCCULLOCK
1780,EDMUND WAYMAN
1780,ROBERT DICK
1780,WILLIAM CARVEL
1780,DARIEL SMITH
1780,JOHN CARVEL
1780,NICHOLAS MACCUBBIN
1780,JAMES DICK
1780,THOMAS HYDE
1780,CHARLES STEWARD
1780,WILLIAM JACOB
1780,MOSES RUTH
1780,WILLIAM WARE
1780,JOHN NICHOLSON
1780,THOMAS CALLAHAN
1780,WILLIAM WILLIAMSON
1780,THOMAS WILLIAMSON
1780,WILLIAM JONES
1780,MARY GHISELIN
1780,ELIZABETH HARRISON
