year,name
1777,JOHN BUTLER
1777,JOSEPH HOLMES
1777,JOHN IMLAY
1777,SAMUEL ROGERS
1777,HENRY VANDIKE
1777,GIDEON DECAMP
1777,RICHARD STOCKTON
1777,JOSEPH KIRKBRIDE
1777,GEORGE BARCAW
1777,CATHERINE STEVENS
1777,WATERS SMITH
1777,JASPER SMITH
1777,JOHN COOPER
1777,CHRISTOPHER HOAGLAND
1777,JOSEPH HUGG
1777,GARRETT PROPASCO
1777,MARY GROOMINDIKE
1777,SILAS CONDICT
1777,PETER NEVIUS
1777,CORNELIUS TENBROOK
1777,ISAAC VANDIKE
1777,JOSEPH BORDEN
1777,CATHERINE ELIZABETH AND SARAH DEPEYSTER
1777,JOHN BERGEN
1777,JACOB VANDIKE
1777,WILLIAM TAPSCOTT
1777,DAVID JONES
1777,JOHN HOLMES
1777,JONATHAN HOLMES
1777,JOHN SCHUREMAN
1777,DAVID FORMAN
1777,JOHN KICKAM
1777,SAMUEL BAKER
1777,JOHN COVENHOVEN
1777,JANE SHINK
1777,JOHN VANDIVEIR
1777,JOSEPH BLOOMFIELD
1777,DERICK LONGSTREET
1777,AESHA LAMBERT
1777,COURT WILLIAMSON
1777,TERRICK TENBROOK
1777,JOHN STEVENS
1777,LUKE COVENHOVEN
1777,TUNIS QUICK
1777,JACOB BLACKWELL
1777,JOHANNES VANDERVEER
1777,JOHN STRIKER
1777,HENRY VANDIRVEER
1777,SAMUEL HILL
1777,THOMAS HUNT
1777,DANIEL PERINE
1777,HENDRICK WILSON
1777,MOSES SCOTT
1777,CALEB CARMAN
1777,OBADIAH HOWELL
1777,THOMAS FOULKS
1777,JOHN DARE
1777,ABRAHAM VANEST
1777,FRANKY JONES (WIDOW)
1777,MATHIAS LANE
1777,GILBERT SUTTON JOHN VOORHEES LAWRENCE VANDIVEER AND JACOBUS VANDIVEER SUTTON
1777,JACOBUS VANDERVEER
1777,MARY TONKINS
1777,ABRAHAM CRUSER
1777,JACOB VANDORN
1777,TIMOTHY JONES
1777,MICHAEL FIELD
1777,HELENA BOGART
1777,HENRY STRIKER
1777,JOSEPH HAGERMAN
1777,JOHANNES LIGHT
1777,JOHANNES SLOTCHOFF
1777,JOHN GULICK
1777,DAVID KIRKPATRICK
1777,NOAH HART
1777,NATHANIEL CAMP
1777,DANIEL MOORES
1777,RICHARD GIBBS
1777,MARY VREDENBURGH
1777,WILLIAM VANDURSON
1777,WILLIAM WILLIAMSON
1777,JOHANNES VANLOW
1777,BRACKEY WIKOFF
1777,DANIEL JONES
1777,JOHN MORTON
1777,ROBERT BRIDGES
1777,JONATHAN ROBERTSON
1777,JEMIME BRIDGES
1777,THOMAS FARR
1777,ELIZABETH TAYLOR
1777,THOMAS COX
1777,JOHN VANDIKE
1777,MARY MADDOX
1777,JOHN BUDD
1777,JACOB WIKOFF
1777,SILAS EAYNES
1777,EDWARD DUFFIED
1777,ALEXANDER ROBERTSON
1777,ALLIS POLHAMUS
1777,JOHN POLHAMUS
1777,TIMOTHY JACKSON
1777,BENJAMIN VANDERLANDER
1777,THEUNIS DEY
1777,JOHN BYRANCK
1777,GARROTT HOPPER
1777,HELENA VANLEWA
1777,JOHANNES VANLEWA
1777,REZINE ANDERSON
1777,TERICK TENBROOK
1777,MARY HENRY
1777,FRANCIS HOPKINSON
1777,PHILLIP STOCKTON
1777,SAMUEL STOCKTON
1777,JOHN TENBROOK
1777,WILLIAM CHURCHILL HUSTON
1777,ELIHU SPENCER
1777,RANSHA GULICK
1777,CORNELIA BRIDGES
1777,WILLIAM CARSON
1778,RICHARD GIBBS
1778,SAMUEL ROGERS
1778,PETER SKENK
1778,ELIAS PETTY
1778,MERCER AND SKENK
1778,ELIZABETH LONGSTAFF
1778,GEORGE LONGSTAFF
1778,JOSEPH READING
1778,ENOS KELSEY
1778,SAMUEL HILLMAN
1778,PETER STRIKER
1778,JOHANNES STRIKER
1778,JAQUES VOORHEES
1778,THOMAS HUNT
1778,ABRAHAM STRIKER
1778,JOHN COX
1778,JANE HARRISON
1778,JOSEPH HOLMES
1778,JOHN HOLMES
1778,ISAAC BARNETT
1778,TUNICE DENICE
1778,GARROTT HENDRICKSON
1778,WILLIAM WIKOFF
1778,JOHN COVENHOVEN
1778,JOHN VANLAWA
1778,ISAAC COX
1778,JOHN STRIKER
1778,JOHANNES VANDERVEER
1778,AMY HUNTER
1778,JACOB VANDORN
1778,JOHN BAIRD
1778,JOHN YOUNG
1778,HENRY JAMES
1778,CORNELIUS TENBROOK
1778,WILLIAM VANDORN
1778,DERRICK LONGSTREET
1778,EDWARD KEASLY
1778,CORNELIUS TOTOFF
1778,ABNER SUTTON
1778,JOHN STEVENS
1778,CATHERINE CORTITYAW
1778,BENJAMIN FREEMAN
1778,JOHN SILVER
1778,SILAS CONDICT
1778,TIMOTHY MILLS
1778,LEAH SUTTON
1778,JOHN BUCK
1778,JOSEPH SHEPPARD
1778,JAMES HARRIS
1778,JOSEPH KIRKBRIDE
1778,BENJAMIN HOLMES
1778,JACOB VANDIGRIFT
1778,SARAH RAMSEY
1778,JOHN PRAWL
1778,JOHN VANDIGRIFT
1778,JOHN BRAINARD
1778,JACOB VANDIKE
1778,SAMUEL STOUT
1778,JOHN SHERK
1778,JONATHAN DEAR
1778,JOHN SKINNER
1778,NATHANIEL SCUDDER
1778,JACOB WIKOFF
1778,JOHN SCUDDER
1778,GARROTT COVENHOVEN
1778,BARNES SMOCK
1778,HENDRICK SMOCK
1778,HUGH NEWELL
1778,JOSEPH CARSON
1778,
1778,PARSON SPENCER
1778,JAMES JACKSON
1778,DANIEL HENDRICKSON
1778,GEORGE THOMPSON
1778,JOHN BENNETT
1778,WILLIAM RAMSEY
1778,JOSEPH FALCONER
1778,LYDIA HOLMES
1778,HANNAH BILES
1778,PLUNKET FLEASON
1778,JOSEPH PENROSE
1778,HUGH MCCULLUM
1778,PATIENCE GORDON
1778,JOHN VAN EAST
1778,MATHIAS TEN EYK
1778,CORNELIUS TEN EYK
1778,PETER SUTFEN
1778,ALEXANDER MONTGOMERY
1778,GABRIEL ALLEN
1778,JOHN FELL
1778,ELIZABETH FOX
1778,MARY FOX
1778,HANNAH FOX
1778,CATHERINE STEVENS
1778,WATERS SMITH
1778,HEZIAH SMITH
1778,BENJAMIN SMITH
1778,JAMES CALDWELL
1778,ELIZABETH MOUNT
1778,ANDREW HAGERMAN
1778,RULIFF HAGERMAN
1778,SIMON CORNELL
1778,JOHN TEN EYK
1778,JOSEPH HANKINSON
1778,JOHN HANKINSON
1778,ABRAHAM PRALL
1778,THOMAS HANKINSON
1778,JASPER SMITH
1778,JOHANNES LIGHT
1778,JACOB REMSON
1778,WILLIAM REMSON
1778,WILLIAM C. HUSTON
1778,DANIEL HOLMES
1778,PETER VAN VOORHEES
1778,LAMBERT CADWALADER
1778,STEPHEN MOYLAN
1778,AESHA LAMBERT
1778,THOMAS BLACKWELL
1778,PETER VANZANT
1778,ISAAC VANDIKE
1778,MATTHEW VANDIKE
1778,PETER NEVIUS
1778,JOHN MEHELM
1778,STEPHEN BURROWS
1778,JOHANNES STOOTHOOF
1778,JEREMIAH WOOLSEY
1778,AULTYE NEVIUS
1778,JOHN BAINBRIDGE
1778,BOWES REED
1778,BENJAMIN THOMPSON
1778,REBECCAH CHAMLESS
1778,GILIAN CORNELL
1778,GILIAM CORNELL
1778,REM CORNELL
1778,RACHEL WELLS
1778,SAMUEL TUCKER
1778,MICHAEL BLUE
1778,NICHOLAS GOLDEN
1778,JOHN BAILEY
1778,JOHN HAGERMAN
1778,LEWIS SKENK
1778,DAVID FEASTER
1778,MARY RAPELYEA
1778,JOHN BERGEN
1778,GEORGE RAPELYEA
1778,JOHN BEATY
1778,SARAH RAPELYEA
1778,MOSES BLOOMFIELD
1778,PETER STRETCH
1778,JAMES HUNT
1778,MARGARET BERRIAN
1778,STEPHEN BOND
1778,JOHN WIKOFF
1778,ELIZABETH WIKOFF
1778,JACOBUS VANDERVEER
1778,JOHN VANARSDELEN
1778,JOHN CRAIG
1778,JACOB TENBROOK
1778,GUISBERT LANE
1778,COURT WILLIAMSON
1778,WILLIAM COVENHOVEN
1778,CATHERINE STRIKER
1778,TIRICK TENBROOK
1778,WILLIAM VOORHEES
1778,JOHN BAYLESS
1778,JOHN KICKAM
1778,SAMUEL BAKER
1778,ROBERT ROSEBOROUGH
1778,DAVID HENRY
1778,ELIAS VANDERVEER
1778,GUISBERT SULTAN
1778,CORNELIUS LANE
1778,LAURENCE VANDERVEER
1778,JONATHAN DEARE
1778,HENDRICK VANDERVEER
1778,MARY BARCAW
1778,AELTYE VAN NUYS
1778,AARON HAGERMAN
1778,WILLIAM WILLIAMSON
1778,FICHE VANDIKE
1778,ABRAHAM VANDORN
1778,GARROTT VANDERVEER
1778,CORNELIUS VANHANGLEN
1778,FICHE VAN DIKE
1778,CATHERINE WIKOFF
1778,ABRAHAM VOORHEES
1778,ISAAC VOORHEES
1778,NATHANIEL COOK
1778,JESE CLARKE
1778,FARRINGDAN PRICE
1778,SAMUEL HUNTINGDON
1778,WILLIAM LINDSLAY
1778,CALEB CARMAN
1778,PARMENUS RIGGS
1778,ELIZABETH IMLAY
1778,RICHARD STOCKTON
1778,GEORGE PRICE
1778,HENRY STRIKER
1778,GARROTT VOORHEES
1778,JOSEPH HAGERMAN
1778,ABRAM STRIKER
1778,THOMAS BALDWIN
1778,MARY VANDERSPEIGLE
1778,MICHAEL FIELD
1778,ISAAC COWGILL
1778,LUKE VOORHEES
1778,MARTIN NEVIUS
1778,ANTHONY TAYLOR
1778,JOHN STEVENS AND WILLIAM BURNETT
1778,MARTIN WIKOFF
1778,JOSEPH LEWIS
1778,MARTHA ANDERSON
1778,HANNAH SCHOOLEY
1778,PHEBY SMITH
1778,JOHN SKENK
1778,THOMAS SMITH
1778,DERICK LONGSTREET
