year,name
1777,HENRY MCCLELLEN  AND HENRY
1777,THOMAS ANDREW HOOG
1777,RYNIER MYNDERSE
1777,ZACHARIAH HOFFMAN
1777,ISAAC ROOSEVELT
1777,BENONI BRADNOR
1777,GOSEN VAN SCHAICK
1777,GARRET A. LANSINGH
1777,JACOBUS VAN SCHOONHOVEN
1777,JACOB C. SCHERMERHORN
1777,CORNELIUS VAN VEGHTEN
1777,ROBERT VAN RENSELAER
1777,HENRY BLEECKER
1777,CATHERINE DOUER
1777,STEPHEN MCCREER
1777,DIRCK SCHUYLER
1777,JOHN BRINKERHOFF & OTHERS
1777,PETER MONFOORT
1777,THOMAS JONES
1777,BASTIAN J. VISCHER
1777,ABRAHAM SCHUYLER
1777,PHILIP SCHUYLER
1777,PETER QUACKENBOSS
1777,BARENT ROSEBOOM
1777,EVERT BANCKER
1777,MATTHEW TEN EYCK
1777,JACOBUS LOW
1777,JANE VAN HOESAN
1777,LEONARD GANSEVOORT
1777,JAMES WALDRON
1777,JOHN M. BECKMAN
1777,MARTIN G. VAN BERGEN
1777,MARY EGBERTS
1777,JOHN SICKELS
1777,NICHOLAS C. BOGART
1777,WILLIAM MCCARTY
1777,JOHN N. BLEECKER
1777,JOHANNIS PRUYN
1777,LEMUEL BRUSH
1777,ABRAHAM MYNDERSE
1777,JOHN SANDERS
1777,NICHOLAS BROWER
1777,COENRADT FLAAKE
1777,PETER JAY
1777,ANNA MARICHA JAY
1777,PETER & ANNA MARICHA JAY
1777,JOHN JAY
1777,JOHN JAY BLEECKER
1777,JACOB BLEECKER
1777,DIRK H. VAN VEGHTEN
1777,MARY GRAVERAT
1777,HARME FORT
1777,JAMES COAL
1777,ARIE LEGRANGE
1777,DIRK TEN BROECK
1777,PETER FRELIGH
1777,DIRCK TEN BROECK
1777,SAMUEL STRINGER
1777,ESTATE OF GENERAL MONTGOMERY
1777,MARGARET LOW
1777,CORNELIUS K. VAN DENBERGH
1777,GARRET LANSINGH
1777,JOHN BROWN
1777,CORNELIUS WYNKOOP
1777,WILLIAM DIETZ
1777,DAVID STERNBERGH
1777,ADAM STERNBERGH
1777,JOHN DE WANDELAER
1777,NICHOLAS QUACKENBOSS
1777,THOMAS HENDERSON
1777,JANE VAN HOESEN
1777,CALEB BECK
1777,PETER SCHUYLER
1777,CORNELIUS BROWER
1777,CHARLES DICKENSON
1777,NICHOLAS HARKHEMER
1777,LODEWYCK CRANE
1777,TOBIAS TEN EYCK
1777,HENRY GLEN
1777,ROBERT R. LIVINGSTON
1777,JOHN R. LIVINGSTON
1777,JOHN H. TEN EYCK
1777,JACOB TEN BROECK
1777,JOHN TEN BROECK
1777,JOHN TAYLER
1777,JOHN GREATON
1777,JOHN ROSEBOOM
1777,PETER ELTING
1777,GOOSE VAN SCHAICK
1777,CORNELIUS E. WYNKOOP
1777,JAMES WILSON
1777,CORNELIUS K. VAN DEN BERGH
1777,JOHN QUACKENBOSS
1777,JONATHON POTTS
1777,ISAAC BACKER
1777,ARIANTYE WYNKOOP
1777,JACOBUS PARSE
1777,DIRCK WYNKOOP
1777,JOSEPH BINDEN
1777,JACOB J. VAN WOERT
1777,JOHN VAN WOERT
1777,CHRISTOPHER A. YATES
1777,PHILIP VAN VEGHTEN
1777,PHILIP VAN ALSTYNE
1777,PETRUS BRINK
1777,JOHN L. BRONCK
1777,COENRADT FLAAK
1777,ADAM PERSEN
1777,TJATIE DU BOIS
1777,PHILIP CONYNE
1777,MYNDERT & MARY VAN SCHAICK
1777,LEONARD BRONCK
1777,WILHELMUS MANCIES
1777,LEONARD VAN BUREN
1777,JOHN VAN BUREN
1777,GEORGE CLINTON
1777,HENRY R. LANSINGH
1777,JOHN WILEY
1777,WILLIAM VAN DEUSEN
1777,CHRISTOPHER MILLER
1777,MORTIMER CREIGER
1777,JANNATIE CREIGER
1778,ROBERT ERSKINE
1778,KILLIAN VAN RENSELAER
1778,RICHARD RAY
1778,CORNELIUS RAY
1778,CHARLES DICKENSON
1778,JOHN COLLIN
1778,RUTGER LANSINGH
1778,PAUL HOGSTRASER
1778,JAMES BECKMAN
1778,MARGARET LOW
1778,PHILIP D. FORREST
1778,HENDRICK SCHAMERHORN
1778,ADAM PERSEN
1778,DAVID COLLIN
1778,ALEXANDER TRIMBLE
1778,JOHN DAVIDSON
1778,JOHN JAY
1778,MATTHEW TEN EYCK
1778,ABRAHAM TEN EYCK
1778,PETER TYMESON
1778,JOHN BAILEY
1778,WILLIAM FORMAN
1778,JANE MCCOB
1778,PETER VAIL
1778,JOHN BRONCK
1778,ELIAS MULFORD
1778,CORNELIUS WYNKOOP
1778,MARGARET LOUW
1778,DANIEL COOK
1778,PETRUS WYNKOOP
1778,JACOBUS LOUW
1778,ABRAHAM CUYLER
1778,PETRUS MEYERS
1778,BENJAMIN VAN STEENBERGH
1778,ISAAC A. FONDA
1778,GEORGE CLINTON
1778,PETER TAPPEN
1778,CORNELIUS MANCIUS
1778,CORNELIUS E. WYNKOOP
1778,DIRCK WYNKOOP
1778,PAUL HOGHSTRASER
1778,ANNATIE LANSINGH
1778,JOHN VARRICK
1778,DAVID VAN RENSELAER
1778,DIRCK BRINKERHOFF
1778,MARGARET RICHARDS
1778,JOHN VAN DEUSEN
1778,JOHN JA. LANSINGH
1778,JOHANNIS JANSEN
1778,CASPARUS CONYNE
1778,LAWRANCE CONYNE
1778,HARME GANSEVOORT
1778,JAMES OSTERHOUT
1778,MARINUS WILLETT
1778,JOHN GANSEVOORT
1778,JOHN ABIEL
1778,JOHN VAN WOERT
1778,ELISHA DONE
1778,JOHN STIMSON
1778,JOHN VAN RENSELAER
1778,SAMUEL COOK
1778,COENRADT FLAAK
1778,TEUNIS VAN VEGHTEN
1778,JOHN H. BECKMAN
1778,LEONARD GANSEVOORT
1778,JANNATIE CUYLER
1778,JOSIAS SWART
1778,JOHN DE PEYSTER
1778,ABRAHAM TEN BROECK
1778,JOCHAM TRION
1778,HUGH HUGHES
1778,JOHN BIGELOW
1778,ABNER CRAFT
1778,HENRY HOGHTCLING
1778,JACOB C. SCHERMERHORN
1778,DANIEL DUNSCOMB
1778,TIATIE DU BOIS
1778,JOHANNES HARDENBERGH
1778,JONAS HASBROOK
1778,CORNELIUS JANSEN
1778,COENRADT I ELMENDORPH
1778,JONATHAN TRUMBULL
1778,JACOB H. VICLIS
1778,JOHN K BECKMAN
1778,BENJAMIN POST
1778,LAWRENCE A VAN BUSKERK
1778,COENRADT TEN EYCK
1778,ALBERTUS VAN LOAN
1778,HARMANUS SCHUYLER
1778,KILLIAM VAN RENSELAER
1778,JACOB PERSEN
1778,HENCHICK VAN NESS
1778,ANNTTE BECKER
1778,JOHANNIS H. BECKER
1778,JOHANNIS BATT
1778,JOHN JONES
1778,THOMAS JONES
1778,CATHARINE WENDELL
1778,JANE JANSEN
1778,CATY WYNKOOP
1778,JAMES BLOODGOOD
1778,PHILIP CONYNE
1778,CATHARINE BRINKERHOFF
1778,PHILIP VAN ALSTYNE
1778,WILLIAM MEYERS
1778,EVERT WYNKOOP
1778,JANE NICHOLSON
1778,GERRIT LANSING
1778,WILLIAM GROOM
1778,MARGARET ECKER
1778,JOHN PERSEN
1778,GUYSBERT OSTERHOUT
1778,PHILIP VAN RENSELAER
1778,ELIZABETH HORNBECK
1778,TJATIE DU BOIS
1778,JEREMIAH VAN RENSELAER
1778,ROBERT VAN DEUSEN
1778,JACOBUS VAN ALLEN
1778,BARENT VAN BEUREN
1778,PETER VAN BEUREN
1778,JOHN MALEY
1778,EVERT BANCKER
1778,JOHN VICTEN
1778,BENONI BARDNER
1778,JOHN DE WANDELAER
1778,CORNELIUS VAN STEENBERGH
1778,SAMUEL MOUNT
1778,JOHN L BRONCK
1778,ROBERT VAN DEN BERK
1778,HENCHICK VAN DEN BERK
1778,JACOBB TEN EYCK
1778,ARENT VAN SCHAICK
1778,MYNDERT VAN SCHAICK
1778,CORNELIUS K VAN DEN BERGH
1778,CORNELIUS C WYNKOOP
1778,ABRAHAM VAN ALLEN
1778,JAMES COLE
1778,DIRCK HEENSTRACT
1778,COENRADT VLACKE
1778,TEUNIS SWART
1778,PETER VAN ALLEN
1778,JACOB TEN EYCK
1778,MARTIN MYNDERSE
1778,PETER VAN NESS
1778,JAMES WALDRON
1778,ANTHONY E BRADT
1778,JACOBUS VAN ALEN
1778,DANIEL SCHERMERHORN
1778,JACOBUS PERSE
1778,ELIZABETH RICHARDS
1778,MARY ANNAKE POST
1778,PHILIP CONINE
1778,CATHARINE KITTLE
1778,JOACHIM TRYON
1778,JOHN MYNDERSE
1778,LODIWICUS VICLE
1778,MATCHTEL ROSEBOOM
1778,HENRY TICBOUT
1778,GODFREY STOCK
1778,THOMAS MCLELLAN
1778,PRENTICE BOWEN
1778,GERRIT STAATS
1778,JOSHUA HATFIELD
1778,WESSEL VAN SCHAICK
1778,JOHN SMEDIS
1778,LEWIS VAN ANTWERP
1778,MARTINUS CRIGIER
1778,ROBERT TOTTEN
1778,HENDRICK VAN NESS
1778,LEONARD BRONCK
1778,ANDREW M FARLIN
1778,JACOB C TEN EYCK
1778,DIRCK SPOOR
1778,SAMUEL TEN BROECK
1778,ROBERT VAN RENSELAER
1778,GERRIT MARSELIUS
1778,CORNELIUS WENDELL
1778,JACOB H WENDELL
1778,GERTRUY WENDELL
1778,ARIANTIC WENDELL
1778,ALBERT VAN LOAN
1778,JOHN NICHOLAS
1778,JOHANNIS G HARDENBERGH
1778,JOHN M KESSON
1778,THOMAS JANSEN
1778,JONATHAN ELMENDORPH
1778,JOHANNIS DECKER
1778,JACOB LANSINGH
1778,JOHN COX
1778,JOHN PUNDERSON
1778,CORNELIUS D WYNKOOP
1778,CORNELIUS E WYNKOOP
1778,JAN VAN DEUSEN
1778,ABRAHAM HASBROUCK
1778,CORNELIUS HAUSBROOK
1778,CORNELIA LOW
1778,GERRIT LANSINGH
1778,RUTH BUSH
1778,ELKANAH BUSH
1778,TEUNIS D VAN VEGHTEN
1778,ANDREW KING
1778,SAMUEL VAN VEGHTEN
1778,MARGARET MASTE
1778,HELENA VAN ALSTYNE
1778,MARTIN VAN ALSTYNE
1778,JACOBUS DE LAMATER
1778,CORNELIUS PERSON
1778,EVERT WYNKOOP SWART
1778,JOHN FREDERICK RIES
1778,JACOB BLATTNER
1778,JACOB H VIELDEN
1778,UDNY HAY
1778,JACOB SCHERMERHORN
1778,NICHOLAS QUACKENBUSH
1778,JOHN KNICKEBAKER
1778,MATTHEW DECKER
1778,HENDRICUS BRINK
1778,CHRISTOPHER LINDER
1778,PETRUS BRINK
1778,GEORGE MESAM
1778,JOHANNIS BECKER
1778,DAVID BECKER
1778,ANNATIE BECKER
1778,LODIWICUS CRAM
1778,HENRY VAN RENSELAER
1778,GERRARD BANCKE
1778,EZCKIEL COOPER
1778,COENRADT FLAAKE
1778,RYNIER VAN ALSTYNE
1778,DAVID COLLINS
1778,JANITJIE CUYLER
1778,JOHN H WENDELL
1778,ISAAC I VAN ARNAM
1778,JAMES GORDON
1778,JOHN JACOB LANSINGH
1778,WESSEL F WESSELS
1778,HENRY I LANSINGH
1778,ROBERT JOHNSON
1778,HESTER HOGTELING
1778,JOHN LANDERS
1778,COENRADT G ELMENDORPH
1778,FRANCISCUS LANSING
1778,JACOB T LANSING
1778,WOUTER KNICKERBACKER
1778,HARMANUS WENDELL
1778,PHILIP DE FOREST
1778,JACOB I PRUYN
1778,JOHN I PRUYN
1778,ABRAHAM VAN ALEN
1778,JOHN 5 LANSING
1778,RYNIER MYNDERSE
1778,RIYNER MYNDERSE
1778,HENRY R LANSING
1778,MAGDALANA PELLS
1778,DIRCK HEEMSTRACT
1778,RUTGER LANSING
1778,JOHN TEN BROECK
1778,RICHARD PERSE
1778,JOHANIS BAAL
1779,JAMES WILLSON
1779,JACOB I LANSING
1779,JOHN VAN BUREN
1779,JAMES GREGG
1779,JOHANNIS TEN BROECK
1779,CHRISTIAN MYRE
1779,DANIEL GROSS
1779,CHRISTIAN MEYERS
1779,TEUNIS VAN VEGHTEN
1779,SAMUEL VAN VEGHTEN
1779,WOUTER DE FOREST
1779,BASTIAN TYMESE
1779,JACOB VAN DER HEYDEN
1779,JOHN VAN NESS
1779,ELDERT TYMESE
1779,MATTHIAS F BORIE
1779,JOACHIM STAATS
1779,GERRARD BECKMAN
1779,PETER VAN VRANKEN
1779,JACOB VAN VRANKEN
1779,GERRIT T VISSCHER
1779,CLAUS VAN DER VOLGEN
1779,JOHN N FORT
1779,CASPARUS CONYNE
1779,EPHRAIM PAINE
1779,ABRAHAM VOSBURGH
1779,PETER ROUGH
1779,ABRAHAM FREER
1779,OKE SUYDAM
1779,JOHN VAN DEUSEN
1779,SAMUEL FREER
1779,COENRADT FLAAKE
1779,ABRAHAM TEN BROECK
1779,ABRAHAM I VAN ALSTYNE
1779,HENDRICK FONDA
1779,RICHARD VARICK
1779,CORNELIUS BEVIER
1779,DANIEL BEVIER
1779,JOHANNIS BEVIER
1779,JOHN WINNE
1779,ISAAC VAN AAERNAM
1779,PETER KOCH
1779,JACOB VAN WOERT
1779,JOHN VAN WOERT
1779,HENDRICK I LANSING
1779,JOHN VAN RENSELAER
1779,JAMES VAN RENSELAER
1779,DANIEL WINNE
1779,CALEB BEEK
1779,PETER BOGERT
1779,CATALINA BOGERT
1779,DAVID VAN NESS
1779,PHILIP BONESTELE
1779,ADAM EMPIE
1779,FREDERICK EMPIE
1779,JOHN E LANSING
1779,PHILIP GARLOGH
1779,HARME GANSEVOORT
1779,JOHN DE PEYSTER
1779,MARTE MYNDERSE
1779,JACOB D FONDA
1779,PATRICK BARBER
1779,JACOB CUYLER
1779,BASTIAN T VISSCHER
1779,JOHN P HANSEN
1779,ROBERT TOTTEN
1779,NICHOLAS ROSEVELT
1779,CORNELIUS C NEWKIRK
1779,CORNELIUS NEWKIRK
1779,JOHN PRICE
1779,JOHN DAVIDSON
1779,JAMES HOUSTEN
1779,JOHN YOUNG
1779,ALEXANDER TRIMBLE
1779,JOHN DE WANDELAR
1779,CORNELIUS K VAN DEN BERGH
1779,DANIEL TUCKER
1779,ROBERT JOHNSON
1779,ISAAC H FONDA
1779,CATHARINE WRAY
1779,JACOB COOPER
1779,PHILIP CONYNE
1779,PETER GANSEVOORT
1779,JOHN I WENDELL
1779,ABRAHAM HOOGKERK
1779,PETER DE WANDELAR
1779,NICHOLAS QUACKENBUSH
1779,JACOB TEN EYCK
1779,ALEXANDER MILLER
1779,DIRCK VAN INGEN
1779,THOMAS TRIPWORTH
1779,ISAAC FONDA
1779,PHILIP VAN ALSTYNE
1779,THOMAS LAWYER
1779,UDNY HAY
1779,JOHN LIVINGSTON
1779,ISAAC JA LANSING
1779,ABRAHAM D FONDA
1779,JOHN CAMPBELL
1779,GERRIT A LANSING
1779,THOMAS TOLMAN
1779,COENRADT TEN EYCK
1779,ANTHONY TEN EYCK
1779,GERRIT LANSING
1779,CORNELIUS WENDELL
1779,DAVID SCOTT
1779,MORGAN LEWIS
1779,HENRY R LANSING
1779,LEVINUS LANSING
1779,ROBERT VAN DEN BERGH
1779,TEUNIS VISSCHER
1779,BETHUEL WASHBURN
1779,GERRARD DE PEYSTER
1779,MATTHEW LINE
1779,JOHN TRYER
1779,MATTHEW VISSCHER
1779,TYRANUS COLLINS
1779,CORNELIUS VAN BUREN
1779,WILLIAM HOGAN
1779,HARMEN HUN
1779,HENRY QUACKENBOSS
1779,ELIARDUS WESTERLO
1779,CHARLES DICKERSON
1779,GERRIT M MERSELIS
1779,GILBERT K LIVINGSTON
1779,JOHN WATERS
1779,LOUIS ROUSE
1779,JOHN DAVID
1779,PETER VAN RENSELAER
1779,GILBERT VAN CORTLANDT
1779,JOHN VAN ANTWERP
1779,SAMUEL TOWNSHEND
1779,JAMES ROSEVELT
1779,NATHANIEL BRUSH
1779,ANDREW M FARLIN
1779,JOHN CUYLER
1779,JOSEPH YATES
1779,ARCHIBALD MERCER
1779,WILLIAM MEYERS
1779,GERRETIC GERRIT
1779,JACOB TURK
1779,CORNELIUS MASTEN
1779,JACOB BURHANS
1779,JACOBUS LOUW
1779,CASPER ROUSE
1779,JOHN DUNCAM
1779,NATHANIEL STRONG
1779,SAMUEL STAFFORD
1779,RYNIER MYNDERSE
1779,JOHN M BECKMAN
1779,JOHN H BECKMAN
1779,JOHN D FONDA
1779,CHRISTOPHER MILLER
1779,ANNATIE LANSINGH
1779,JOHN E LANSINGH
1779,SIMON SCHERMERHORN
1779,JOHANNIS LAWYER
1779,JOHANNIS WILTSEY
1779,GERRIT WINNE
1779,JOHN KNICKERBACKER
1779,ABRAHAM VICLEN
1779,WILLIAM WINNE
1779,ASA DOUGLASS
1779,JOHN W GROESBECK
1779,ROBERT LIVINGSTON
1779,JOHN R LIVINGSTON
1779,MARGARET LIVINGSTON
1779,GITTY CRISPEL
1779,CATHARINE WYNKOOP
1779,TJERCK VAN KEUREN WESTBROOK
1779,ROBERT ERSHINE
1779,JAMES BOURD
1779,JOSEPH BOURD
1779,JOHN NESSE
1779,JOSEPH HOGAN
1779,NATHANIEL ROE
1779,TRUSTEES OF KINGSTON
1779,JACOB BURNAHAMS
1779,LUKE KIERSTED
1779,PETER JOHN
1779,JAMES OSTERHOUT
1779,COENRADT W ELMENDORPH
1779,GERRIT HARSEN
1779,HUYBERT OSTRANDE
1779,JURIE WILLIAM DEDERICK
1779,EGBERT SCHOONAMAKER
1779,WILLIAM WHITE
1779,ISAAC LANSING
1779,JOHN L DE WITT
1779,PETRUS OSTRANDE
1779,CORNELIUS ROSEVELT
1779,CORNELIUS C ROSEVELT
1779,SAMUEL GILLASPY
1779,JACOB MILSPAUGH
1779,DAVID CRAIG
1779,HENDRICK FRIENT
1779,FREDERICK BUCKSTAVER
1779,ROBERT M CURY
1779,GEORGE KNOX
1779,ROBERT MILLEGAN
1779,MATTHIAS FELTHER
1779,WILLIAM GILLASPY
1779,JAMES HUEY
1779,WILLIAM BODINE
1779,ALEXANDER THOMPSON
1779,BENJAMIN CONSTABLE
1779,DAVID DILL
1779,WILLIAM CRIST
1779,ABRAHAM DICKERSON
1779,ELIZABETH WHITECAR
1779,HENDRICK SCHOONAMAKER
1779,JOHANNIS DU BOIS
1779,CHRISTOPHER KIERSTED
1779,EDWARD WHITECAR
1779,JOSHUA DU BOIS
1779,ANNAKE ELTING
1779,JOSEPH FAY
1779,STEPHEN FAY
1779,ELIJAH DUEY
1779,ADAM WOLOFF
1779,JANNY BRADSTED
1779,JACOBUS PEARSON
1779,LEONARD BRONCK
1779,BENJAMIN TRYON
1779,JOHN L BRONCK
1779,JACOB PLATNER
1779,THOMAS MORRISON
1779,DANIEL FORT SEN
1779,LEONARD VAN BUREN
1779,LEWIS VAN ANTWERP
1779,ZENIS HILL
1779,JOHANNIS SCHUREMAN
1779,ANNATIE SOUSER
1779,ABRAHAM TEN EYCK
1779,THOMAS MACHIN
1779,PETER BRONCK
1779,CORNELIUS CONINE
1779,JOHANNIS BALL
1779,ABIEL FRY
1779,THOMAS HENDERSON
1779,PETER YATES
1779,JAMES PRICHARD
1779,TEUNIS SWART
1779,JOSIAS SWART
1779,JOHANNIS FINK
1779,JOHANNIS IRKHOLT
1779,JACOBUS VAN SCHOONHOVEN
1779,GERARDUS CLUET
1779,ARENT VAN SCHAACK
1779,HENTUYCK ARENT
1779,JACOB VAN SCHAICK
1779,LEONARD GANSEVOORT
1779,JOHN G LANSING
1779,HENRY G LIVINGSTON
1779,SAMUEL WATERHOUSE
1779,JOHN BAILEY
1779,ANDREW BILLINGS
1779,JOHN SMITH
1779,WILLIAM SMITH
1779,JOHN HOLT
1779,SYBRANT VAN SCHAICK
1779,JOHN NICOLL
1779,ADAM WINNE
1779,STEPHEN SCHUYLER
1779,ABRAHAM A VAN ALEN
1779,PETER SNYDER
1779,MOSES YOUNGLOVE
1779,DAVID YOUNGLOVE
1779,ISAIAH YOUNGLOVE
1779,JOSEPH BORST
1779,PHILIP DE FORCEST
1779,GEORGE FISHER
1779,PETER WHITBEEK
1779,JANNET MONTGOMERY
1779,COENRADT W HAM
1779,TIERCK C D WITT
1779,WILLIAM SCHEPMOS
1779,JOHN SCHEPMOS
1779,HENDRICK HORNBECK
1779,JONAS HAASBROOK
1779,JOHANNIS G HARDENBERGH
1779,TICTIC DU BOIS
1779,HENDRICK JANSEN
1779,PETRUS VAN GAASBECK
1779,ADRIAN WYNKOOP
1779,BODEWINE TORPENING
1779,HEZEKIAH SCHOONMAKER
1779,JOHANNIS SUYLAND
1779,ABRAHAM VAN KEUREN
1779,WILLIAM MORICE
1779,JANE DU MONT
1779,JOHANNIS WYNKOOP
1779,JOHANNIS S JANSEN
1779,JENNY JANSEN
1779,JACOBUS LEFFERTS
1779,PETER WYNKOOP
1779,BENJAMIN BEVIER
1779,JOHN H HARDENBERGH
1779,JACOBUS HARDENBERGH
1779,COENRADT G ELMENDORPH
1779,PETER BECKER
1779,CORNELIUS SWART
1779,TIMOTHY LEONARD
1779,ABRAHAM BRINKERHOFF
1779,GERARD W BECKMAN
1779,HENRY SLEIGHT
1779,HENRY JANSEN
1779,MATTHEW TEN EYCK
1779,CORNELIUS ELMENDORPH
1779,PETER ELTING
1779,EVERT WYNKOOP
1779,JOHN ROSEBOOM
1779,WILLIAM HENRY
1779,JOSEPH HENRY
1779,SAMUEL BROWN
1779,MARGARET BARCHLY
1779,HUGH VICLE
1779,JACOBUS VAN ALEN
1779,DANIEL MARTINE
1779,MARIA TEN BROECK
1779,JEREMIAH I DU BOIS
1779,ROBERT FLINT
1779,PETER FRELIGH
1779,SUSANAH COX
1779,PETER VAN NESS
1779,JOHANNIS MOUL
1779,WILHELMUS VAN ANTWERP
1779,MYANDERT ROSEBOOM
1779,JOHN MATTHEUS
1779,JACOB ZIMER
1779,JOHN H WENDELL
1779,JONATHAN WALDO
1779,ABRAHAM R LOTT
1779,JONATHAN G TOMKINS
1779,SAMUEL CAMPBELL
1779,WILLIAM DUNLAP
1779,NANNING HALLENBECK
1779,ELISHA HYATT
1779,JAMES WARREN
1779,JACOBUS PERSEN
1779,ALBERT VAN LOAN
1779,JACOB LANSING
1779,DANIEL DICKERSON
1779,HENRY VAN WOORT
1779,ABRAHAM TRUAX
1779,HEZEKIAH VAN ORDEN
1779,ISAAC STOUTENBERGH
1779,MYANDERT MYNDERSE
1779,WINDOW MYNDERSE
1779,GERRIT VAN BEUREN
1779,ARENT VEDDER
1779,MARY VAN SCHAICK
1779,JOHN SANDERS
1779,MARTINUS CREGIER
1779,JEREMIAH TEN BROECK
1779,EDWARD CHIN
1779,PALMER CADY
1779,PETER WEBBERS
1779,GERRIT W VAN DEN BERGH
1779,FREDERICK DOCKSTADER
1779,CORNELIUS I JANSEN
1779,REBECCA LOMMERS
1779,PETER SWART
1779,ANDREW TAYLOR
1779,GEORGE HARRIS
1779,JOST KNIESKERN
1779,GALRIEL I GEBHARD
1779,MARTINUS SNYDER
1779,PETER BRINCK
1779,HENDRICK SNYDER
1779,ISAAC SNYDER
1779,MATTHEW CANTINE
1779,WILLIAM DICTY
1779,MOSES PHILIPS
1779,JOHN DENTON
1779,JOHN BURNET
1779,JAMES CLINTER
1779,GEORGE THOMPSON
1779,JAMES BURNET
1779,ALEXANDER FALLS
1779,GERRIT C VAN NESS
1779,CORNELIUS DOTEY
1779,JACOB VROMAN
1779,CORNELIUS CUYLER
1779,MARTINUS ZIELE
1779,THOMAS ECKERSON
1779,PETER VAN SLYCK
1779,PETER ZILE
1779,NANCY BECKER
1779,ECKERSON THOMAS
1779,JACOBUS BLEECKER
1779,HELENA VAN WIE
1779,JOHANNIS LAUYER
1779,BENJAMIN BAKER
1779,HENDRICK H VAN WIE
1779,RUTGER LANSING
1779,PETER DOX
1779,JACOB LAUYER
1779,JAMES M CRCA
1779,HAME SIDNIGH
1779,HANDRICK HOUCK
1779,STEPHEN WHITE
1779,JOHN HIGBY
1779,LAMBERT VAN VOLKENBURGH
1779,SARAH VAN BEUREN
1779,ABRAHAM COOPER
1779,JAMES ELTINGE
1779,FREDERICK I MYNDERSE
1779,WILLIAM PETREY
1779,PHILIP DU BOIS BOVIER
1779,TEUNIS T VAN VEGHTEN
1779,JAMES GORDON
1779,NATHANIEL GROMMOND
1779,JAMES THROWBRIDGE
1779,GIDEON HUTTON
1779,ISAAC ROSEVELT
1779,BARENT TEN EYCK
1779,EZCKIEL WICKES
1779,HAMEN HOFFMAN
1779,SAMUEL KING
1779,JOHN CUREY
1779,HENRY R VAN RENSELAER
1779,SAMUEL VROMAN
1779,EVERT BANCKER
1779,HENDRICK SMITH
1779,JAMES LATTA
1779,HUGH MILIKAN
1779,ANDREW RECKIE
1779,JOHN HUNTER
1779,NATHANIEL CAMPBELL
1779,JOHN BELKNAP
1779,JANNET CLAIR
1779,ANSELM HELME
1779,THOMAS BEATY
1779,MARGARET HOLIDAY
1779,ROBERT KID
1779,SAMUEL MILLER
1779,THOMAS CANON
1779,ALEXANDER KID
1779,ROBERT BURNET
1779,EDWARD BURNES
1779,CHARLES YOUNG
1779,JOHN NICHOLSON
1779,ROBERT M KEC
1779,JAMES M BRIDE
