name,url,county
ELISABETH HAYNES,https://www.ancestrylibrary.com/search/collections/2234/?name=ELISABETH_HAYNES&event=1790&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
GEORGE BAYLOR,https://www.ancestrylibrary.com/search/collections/2234/?name=GEORGE_BAYLOR&event=1790&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
WILLIAM ROYAL,https://www.ancestrylibrary.com/search/collections/2234/?name=WILLIAM_ROYAL&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
PRICE DAVIS,https://www.ancestrylibrary.com/search/collections/2234/?name=PRICE_DAVIS&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
THOMAS COLSON,https://www.ancestrylibrary.com/search/collections/2234/?name=THOMAS_COLSON&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
RICHARD HIPKINS,https://www.ancestrylibrary.com/search/collections/2234/?name=RICHARD_HIPKINS&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
LEROY HIPKINS,https://www.ancestrylibrary.com/search/collections/2234/?name=LEROY_HIPKINS&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
THOMAS WILLIAMSON,https://www.ancestrylibrary.com/search/collections/2234/?name=THOMAS_WILLIAMSON&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JAMES HOLT,https://www.ancestrylibrary.com/search/collections/2234/?name=JAMES_HOLT&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
SAMUEL GRIFFIN,https://www.ancestrylibrary.com/search/collections/2234/?name=SAMUEL_GRIFFIN&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
WILLIAM ARMISTEAD,https://www.ancestrylibrary.com/search/collections/2234/?name=WILLIAM_ARMISTEAD&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
ROBERT EWING,https://www.ancestrylibrary.com/search/collections/2234/?name=ROBERT_EWING&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
ISAAC WEBB,https://www.ancestrylibrary.com/search/collections/2234/?name=ISAAC_WEBB&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
SAMUEL PETE,https://www.ancestrylibrary.com/search/collections/2234/?name=SAMUEL_PETE&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JOHN CARTER,https://www.ancestrylibrary.com/search/collections/2234/?name=JOHN_CARTER&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
WILLIAM HOPKINS,https://www.ancestrylibrary.com/search/collections/2234/?name=WILLIAM_HOPKINS&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,"Albemarle County,Virginia"
RICHMOND ALLEN,https://www.ancestrylibrary.com/search/collections/2234/?name=RICHMOND_ALLEN&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
GEORGE PURDIE,https://www.ancestrylibrary.com/search/collections/2234/?name=GEORGE_PURDIE&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
DANIEL MABRY,https://www.ancestrylibrary.com/search/collections/2234/?name=DANIEL_MABRY&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
FIELDING LEWIS,https://www.ancestrylibrary.com/search/collections/2234/?name=FIELDING_LEWIS&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
EDWARD WILKINSON,https://www.ancestrylibrary.com/search/collections/2234/?name=EDWARD_WILKINSON&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
WILLIAM PEACHY,https://www.ancestrylibrary.com/search/collections/2234/?name=WILLIAM_PEACHY&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
WILLIAM FINNIE,https://www.ancestrylibrary.com/search/collections/2234/?name=WILLIAM_FINNIE&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JOHN HON,https://www.ancestrylibrary.com/search/collections/2234/?name=JOHN_HON&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
EDWARD KER,https://www.ancestrylibrary.com/search/collections/2234/?name=EDWARD_KER&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,"Accomack County,Virginia"
WILLIAM COUTTS,https://www.ancestrylibrary.com/search/collections/2234/?name=WILLIAM_COUTTS&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
MARGARET TAYLOR,https://www.ancestrylibrary.com/search/collections/2234/?name=MARGARET_TAYLOR&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JAMES GILCHRIST,https://www.ancestrylibrary.com/search/collections/2234/?name=JAMES_GILCHRIST&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JAMES SIMS,https://www.ancestrylibrary.com/search/collections/2234/?name=JAMES_SIMS&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
RICHARD BROWN,https://www.ancestrylibrary.com/search/collections/2234/?name=RICHARD_BROWN&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
ANNA POTLOCK,https://www.ancestrylibrary.com/search/collections/2234/?name=ANNA_POTLOCK&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JOHN EDMONDSON,https://www.ancestrylibrary.com/search/collections/2234/?name=JOHN_EDMONDSON&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JOHN CHINN,https://www.ancestrylibrary.com/search/collections/2234/?name=JOHN_CHINN&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
JAMES MCCLURG,https://www.ancestrylibrary.com/search/collections/2234/?name=JAMES_MCCLURG&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
HANNAH DANGERFIELD,https://www.ancestrylibrary.com/search/collections/2234/?name=HANNAH_DANGERFIELD&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
LEROY PEACHY,https://www.ancestrylibrary.com/search/collections/2234/?name=LEROY_PEACHY&event=1778&event_x=10-0-0&name_x=1_1&residence=_virginia-usa_49&residence_x=_1-0,
