name,url,county
RENEE MEREDITH,https://www.ancestrylibrary.com/search/collections/2497/?name=RENEE_MEREDITH&event=1776&event_x=10-0-0&name_x=1_1,
NICHOLAS EVELEIGH,https://www.ancestrylibrary.com/search/collections/2497/?name=NICHOLAS_EVELEIGH&event=1776&event_x=10-0-0&name_x=1_1,
ROBERT MORRIS,https://www.ancestrylibrary.com/search/collections/2497/?name=ROBERT_MORRIS&event=1776&event_x=10-0-0&name_x=1_1,Bedford
BENJAMIN FRANKLIN,https://www.ancestrylibrary.com/search/collections/2497/?name=BENJAMIN_FRANKLIN&event=1776&event_x=10-0-0&name_x=1_1,Philadelphia
ELBRIDGE GERRY,https://www.ancestrylibrary.com/search/collections/2497/?name=ELBRIDGE_GERRY&event=1776&event_x=10-0-0&name_x=1_1,
JOSEPH SIMONS,https://www.ancestrylibrary.com/search/collections/2497/?name=JOSEPH_SIMONS&event=1777&event_x=10-0-0&name_x=1_1,Northumberland
JAMES JAMEEL DEWDALL,https://www.ancestrylibrary.com/search/collections/2497/?name=JAMES_JAMEEL_DEWDALL&event=1777&event_x=10-0-0&name_x=1_1,
GAMUEL DORODALL,https://www.ancestrylibrary.com/search/collections/2497/?name=GAMUEL_DORODALL&event=1777&event_x=10-0-0&name_x=1_1,
JONATHAN ELMER,https://www.ancestrylibrary.com/search/collections/2497/?name=JONATHAN_ELMER&event=1777&event_x=10-0-0&name_x=1_1,
THOMAS MEYERS,https://www.ancestrylibrary.com/search/collections/2497/?name=THOMAS_MEYERS&event=1777&event_x=10-0-0&name_x=1_1,Philadelphia
JAMES CRAIG,https://www.ancestrylibrary.com/search/collections/2497/?name=JAMES_CRAIG&event=1777&event_x=10-0-0&name_x=1_1,Chester
JOSEPH TREAT,https://www.ancestrylibrary.com/search/collections/2497/?name=JOSEPH_TREAT&event=1777&event_x=10-0-0&name_x=1_1,
JOSEPH TRIAT,https://www.ancestrylibrary.com/search/collections/2497/?name=JOSEPH_TRIAT&event=1777&event_x=10-0-0&name_x=1_1,
HENRY MEYERS,https://www.ancestrylibrary.com/search/collections/2497/?name=HENRY_MEYERS&event=1777&event_x=10-0-0&name_x=1_1,York
ABRAHAM MARKOE,https://www.ancestrylibrary.com/search/collections/2497/?name=ABRAHAM_MARKOE&event=1777&event_x=10-0-0&name_x=1_1,Philadelphia
JOHN COCHRAN,https://www.ancestrylibrary.com/search/collections/2497/?name=JOHN_COCHRAN&event=1777&event_x=10-0-0&name_x=1_1,Cumberland
WILLIAM BOWSMAN,https://www.ancestrylibrary.com/search/collections/2497/?name=WILLIAM_BOWSMAN&event=1777&event_x=10-0-0&name_x=1_1,Lancaster
EBENEZER HAZARD,https://www.ancestrylibrary.com/search/collections/2497/?name=EBENEZER_HAZARD&event=1777&event_x=10-0-0&name_x=1_1,Philadelphia
WILLIAM BOUSMAN,https://www.ancestrylibrary.com/search/collections/2497/?name=WILLIAM_BOUSMAN&event=1777&event_x=10-0-0&name_x=1_1,
ABRAHAM MARKER,https://www.ancestrylibrary.com/search/collections/2497/?name=ABRAHAM_MARKER&event=1777&event_x=10-0-0&name_x=1_1,Philadelphia
CHRIS MARSHALL,https://www.ancestrylibrary.com/search/collections/2497/?name=CHRIS_MARSHALL&event=1777&event_x=10-0-0&name_x=1_1,Philadelphia
