name,url,county
HENRY GARDNER,https://www.ancestrylibrary.com/search/collections/5058/?name=HENRY_GARDNER&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,"Salem, Essex,Massachusetts"
JOHN STICKNEY,https://www.ancestrylibrary.com/search/collections/5058/?name=JOHN_STICKNEY&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,"Andover, Essex,Massachusetts"
JOHN TAYLOR,https://www.ancestrylibrary.com/search/collections/5058/?name=JOHN_TAYLOR&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,"Eastham, Barnstable,Massachusetts"
FORTESQUE VERNON,https://www.ancestrylibrary.com/search/collections/5058/?name=FORTESQUE_VERNON&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,
DANIEL CORTHY,https://www.ancestrylibrary.com/search/collections/5058/?name=DANIEL_CORTHY&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,
RICHARD CARY,https://www.ancestrylibrary.com/search/collections/5058/?name=RICHARD_CARY&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,"Greenfield, Hampshire,Massachusetts"
WILLIAM FOSTER,https://www.ancestrylibrary.com/search/collections/5058/?name=WILLIAM_FOSTER&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,"Tyringham, Berkshire,Massachusetts"
JOHN HINCHEY,https://www.ancestrylibrary.com/search/collections/5058/?name=JOHN_HINCHEY&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,
JOSHUA HEMENWAY,https://www.ancestrylibrary.com/search/collections/5058/?name=JOSHUA_HEMENWAY&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,"New Salem, Hampshire,Massachusetts"
JOSIAH QUINCY,https://www.ancestrylibrary.com/search/collections/5058/?name=JOSIAH_QUINCY&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,
JOHN SPRAGUE,https://www.ancestrylibrary.com/search/collections/5058/?name=JOHN_SPRAGUE&event=1790&event_x=10-0-0&name_x=1_1&residence=_massachusetts-usa_24&residence_x=_1-0,"Lancaster, Worcester,Massachusetts"
