State,Year,Month,Day,Title 1,First Name 1,Last Name 1,Title 2,First Name 2,Last Name 2,Face Value,Specie Value
2,1779,8,26.0,,Enos,Stockwell,,,,200,11.325
2,1779,8,26.0,,Rebecca,Watson,,,,200,11.325
2,1779,8,28.0,Rev,Charles,Turner,,,,1000,56.26389
2,1779,8,28.0,,Samuel,Phillips,,,,500,28.13194
2,1779,8,28.0,,Samuel,Phillips,,,,500,28.13194
2,1779,8,28.0,Rev,Charles,Turner,,,,400,22.50556
2,1779,8,31.0,,Wills,Cleft,,,,1000,55.72222
2,1779,8,31.0,,Timothy,Bullard,,,,600,33.43333
2,1779,8,31.0,,Thomas,Sweetser,,,,500,27.86111
2,1779,8,31.0,,Phineas,Sweetser,,,,300,16.71667
2,1779,9,1.0,,Mary,Hawes,,,,400,22.22222
2,1779,9,2.0,,Daniel,Whiting,,,,1000,55.33333
2,1779,9,2.0,,Joseph,Moty,,,,500,27.66667
2,1779,9,2.0,,John Baptist,Millett,,,,400,22.13333
2,1779,9,2.0,Rev,Thomas,Prentiss,,,,400,22.13333
2,1779,9,3.0,Esq,Thomas,Durfee,,,,400,22.04444
2,1779,9,6.0,,Daniel,Fox,,,,2000,108.9167
2,1779,9,7.0,,Jonathan,Gardner,,,,400,21.69444
2,1779,9,8.0,,Richard,Devens,,,,3000,162.0417
2,1779,9,8.0,,Elizabeth,Hannon,,,,500,27.00694
2,1779,9,8.0,,Oliver,Barrett,,,,500,27.00694
2,1779,9,8.0,,Joanna,Alford,,,,400,21.60556
2,1779,9,8.0,,Moses,Craige,,,,400,21.60556
2,1779,9,8.0,,Elizabeth,Hannon,,,,400,21.60556
2,1779,9,8.0,,Richard,Devens,,,,400,21.60556
2,1779,9,9.0,,Epes,Sargent,,,,4000,215.2222
2,1779,9,9.0,,Epes,Sargent,,,,3000,161.4167
2,1779,9,9.0,,Epes,Sargent,,,,500,26.90278
2,1779,9,9.0,,Epes,Sargent,,,,500,26.90278
2,1779,9,9.0,,Epes,Sargent,,,,500,26.90278
2,1779,9,9.0,,Epes,Sargent,,,,500,26.90278
2,1779,9,9.0,,Epes,Sargent,,,,500,26.90278
2,1779,9,9.0,,Epes,Sargent,,,,500,26.90278
2,1779,9,10.0,,Giles,Musson,,,,10000,535.8333
2,1779,9,10.0,,Giles,Musson,,,,10000,535.8333
2,1779,9,10.0,,Giles,Musson,,,,3000,160.75
2,1779,9,10.0,,James,Noble,,,,500,26.79167
2,1779,9,10.0,,Leonard,Jarvis,,,,400,21.43333
2,1779,9,10.0,,Leonard,Jarvis,,,,400,21.43333
2,1779,9,10.0,,Giles,Musson,,,,400,21.43333
2,1779,9,11.0,,Giles,Musson,,,,5000,266.8056
2,1779,9,11.0,,Giles,Musson,,,,5000,266.8056
2,1779,9,11.0,,Giles,Musson,,,,5000,266.8056
2,1779,9,11.0,,Giles,Musson,,,,5000,266.8056
2,1779,9,11.0,,Giles,Musson,,,,3000,160.0833
2,1779,9,11.0,,Giles,Musson,,,,3000,160.0833
2,1779,9,11.0,,Jonathan,Bass,,,,2000,106.7222
2,1779,9,11.0,,Giles,Musson,,,,2000,106.7222
2,1779,9,11.0,,Giles,Musson,,,,2000,106.7222
2,1779,9,11.0,,Giles,Masson,,,,500,26.68056
2,1779,9,11.0,,Giles,Musson,,,,300,16.00833
2,1779,9,11.0,Esq,Joseph,Gardner,,,,300,16.00833
2,1779,9,13.0,,Samuel,Danny,,,,1000,52.94444
2,1779,9,13.0,,Thomas,Chace,,,,1000,52.94444
2,1779,9,13.0,Esq,Nathaniel,Tracy,,,,400,21.17778
2,1779,9,13.0,,Thomas,Chace,,,,600,31.76667
2,1779,9,13.0,,Benjamin,Tappan,,,,500,26.47222
2,1779,9,13.0,,John,White,,,,500,26.47222
2,1779,9,13.0,Esq,John,Tudor,,,,400,21.17778
2,1779,9,13.0,,Joseph,Allen,,,,200,10.58889
2,1779,9,13.0,,Joseph,Allen,,,,200,10.58889
2,1779,9,14.0,,George,Little,,,,1000,52.73611
2,1779,9,14.0,,George,Little,,,,1000,52.73611
2,1779,9,14.0,,George,Little,,,,1000,52.73611
2,1779,9,14.0,,George,Little,,,,1000,52.73611
2,1779,9,15.0,,Paschal N,Smith,,,,10000,525.1389
2,1779,9,15.0,,Jonathan,Metcalf,,,,500,26.25694
2,1779,9,15.0,,Elisha,Doane,,,,200,10.50278
2,1779,9,16.0,,Lucy,Buchanan,,,,200,10.46111
2,1779,9,16.0,,Elizabeth,Liscombe,,,,200,10.46111
2,1779,9,16.0,,Jeffrey,Richardson,,,,200,10.46111
2,1779,9,17.0,,Edward,Child,,,,3000,156.2917
2,1779,9,17.0,,Francis,Wyman,,,,600,31.25833
2,1779,9,17.0,,Francis,Wyman,,,,500,26.04861
2,1779,9,17.0,,Samuel,Heath,,,,400,20.83889
2,1779,9,17.0,,Samuel,Heath,,,,400,20.83889
2,1779,9,17.0,Rev,Charles,Turner,,,,400,20.83889
2,1779,9,17.0,,Edward,Child,,,,200,10.41944
2,1779,9,17.0,,Charles,Turner,,,,200,10.41944
2,1779,9,18.0,,John,Taylor,,,,5000,259.4444
2,1779,9,18.0,,John,Friend,,,,1000,51.88889
2,1779,9,18.0,,Elizabeth,Stratton,,,,1000,51.88889
2,1779,9,18.0,,Samuel,Fisk,,,,1000,51.88889
2,1779,9,18.0,,Samuel,Fisk,,,,300,15.56667
2,1779,9,18.0,,John,Richardson,,,,200,10.37778
2,1779,9,20.0,,John,Boyde,,,,300,15.44583
2,1779,9,21.0,,Nathaniel,Hawes,,,,400,20.51111
2,1779,9,21.0,,Esther,Wight,,,,200,10.25556
2,1779,9,22.0,,David,Humphrey,,,,3000,153.2083
2,1779,9,22.0,,Robert,Humphrey,,,,1000,51.06944
2,1779,9,22.0,,Hannah,Hemmenway,,,,600,30.64167
2,1779,9,22.0,,Dan Thurston Treasurer Church in Franklin,,,,,600,30.64167
2,1779,9,22.0,,Thomas,Waterman,,,,400,20.42778
2,1779,9,22.0,,Thomas,Waterman,,,,400,20.42778
2,1779,9,22.0,,David,Humphrey,,,,300,15.32083
2,1779,9,23.0,,Jesse,Eames,,,,1000,39.80556
2,1779,9,24.0,,James,Brown,,,,1000,50.65278
2,1779,9,25.0,Esq,John,Tudor,,,,1000,50.45833
2,1779,9,25.0,Esq,John,Tudor,,,,600,30.275
2,1779,9,25.0,,Richard F,Cutts,,,,500,25.22917
2,1779,9,27.0,,Nathaniel,Sparhawk,,,,1000,50.05556
2,1779,9,27.0,,Nathaniel,Sparhawk,,,,300,15.01667
2,1779,9,27.0,,Moses,Clift,,,,300,15.01667
2,1779,9,27.0,,William,Bailey,,,,300,15.01667
2,1779,9,28.0,,Joseph,Noyes,,,,1000,49.84722
2,1779,9,28.0,,Daniel,Taylor,,,,1000,49.84722
2,1779,9,28.0,,Joseph,Noyes,,,,400,19.93889
2,1779,9,28.0,,John,Whitcomb,,,,400,19.93889
2,1779,9,29.0,Jun,Moses,Stone,,,,300,14.89583
2,1779,9,30.0,,Moses,Brackett,,,,1000,49.45833
2,1779,10,1.0,,William,Dawes,,,,500,24.625
2,1779,10,1.0,,Joseph,Allen Executor to B Winchester,,,,500,24.625
2,1779,10,1.0,,Samuel,Moody,,,,400,19.7
2,1779,10,1.0,,Nathaniel,Mighill,,,,400,19.7
2,1779,10,1.0,,Nathaniel,Mighill,,,,400,19.7
2,1779,10,1.0,Esq,Nathaniel,Summer,,,,300,14.775
2,1779,10,1.0,,William,Dawes,,,,200,9.85
2,1779,10,1.0,,John,Perrett,,,,200,9.85
2,1779,10,1.0,,Catharine,Welsh,,,,200,9.85
2,1779,10,2.0,,Jonas,Humphrey,,,,1000,49.05556
2,1779,10,2.0,,Nathaniel,Summer,,,,1000,49.05556
2,1779,10,2.0,,Nathaniel,Summer,,,,500,24.52778
2,1779,10,2.0,,Jonas,Humphrey,,,,400,19.62222
2,1779,10,2.0,,Jonas,Humphrey,,,,400,19.62222
2,1779,10,4.0,,Elizabeth,Holbrook,,,,200,9.733333
2,1779,10,5.0,,James,Bullock,,,,1000,48.47222
2,1779,10,5.0,,Thomas,Page,,,,600,29.08333
2,1779,10,5.0,,Jonathan,Chandler,,,,500,24.23611
2,1779,10,5.0,,James,Bullock,,,,400,19.38889
2,1779,10,5.0,,Thomas,Allen,,,,200,9.694444
2,1779,10,5.0,,Ebenezer,White,,,,200,9.694444
2,1779,10,6.0,,Joseph,Cody,,,,200,9.655556
2,1779,10,6.0,,Thompson,Baxter,,,,200,9.655556
2,1779,10,7.0,,Mary,Packer,,,,300,14.425
2,1779,10,8.0,,Alexander,McNutt,,,,400,19.15556
2,1779,10,8.0,,Alexander,McNutt,,,,300,14.36667
2,1779,10,9.0,,Nathaniel,Tenney,,,,1000,47.69444
2,1779,10,9.0,,David,Abbot,,,,300,14.30833
2,1779,10,10.0,,Ebenezer,Partridge,,,,300,14.25417
2,1779,10,11.0,,Simeon Howard Treasurer Convention of Ministers,,,,,600,28.39167
2,1779,10,12.0,,Joshua,Howard,,,,600,28.275
2,1779,10,12.0,,Joshua,Howard,,,,500,23.5625
2,1779,10,13.0,,Gilbert,Ash,,,,4000,187.7778
2,1779,10,13.0,,Gilbert,Ash,,,,3000,140.8333
2,1779,10,13.0,,Gilbert,Ash,,,,1000,46.94444
2,1779,10,13.0,,Gilbert,Ash,,,,1000,46.94444
2,1779,10,13.0,,Gilbert,Ash,,,,500,23.47222
2,1779,10,13.0,,Gilbert,Ash,,,,500,23.47222
2,1779,10,13.0,,Joseph,Henshaw,,,,400,18.77778
2,1779,10,13.0,,Gilbert,Ash,,,,200,9.388889
2,1779,10,13.0,,Gilbert,Ash,,,,200,9.388889
2,1779,10,13.0,,Gilbert,Ash,,,,200,9.388889
2,1779,10,13.0,,Gilbert,Ash,,,,200,9.388889
2,1779,10,13.0,,Gilbert,Ash,,,,200,9.388889
2,1779,10,13.0,,Samuel,Morse,,,,200,9.388889
2,1779,10,14.0,,Eli Root Treasurer of Pittsfield,,,,,2000,93.5
2,1779,10,14.0,,Jason,Haven,,,,1000,46.75
2,1779,10,14.0,,Aaron,Chiney,,,,600,28.05
2,1779,10,14.0,,Isaac,Haven,,,,500,23.375
2,1779,10,14.0,,David,Partridge,,,,300,14.025
2,1779,10,15.0,,Samuel,Whitemore,,,,200,7.288889
2,1779,10,18.0,,Micah,Hunt,,,,600,27.6
2,1779,10,18.0,,Micah,Hunt,,,,500,23.0
2,1779,10,18.0,,George,Minott,,,,200,9.2
2,1779,10,19.0,,Moses,Baker,,,,1000,45.81944
2,1779,10,19.0,,Nathaniel,Ely,,,,500,22.90972
2,1779,10,20.0,,Sarah,Vryling,,,,1000,45.63889
2,1779,10,20.0,,Thomas,Merrill,,,,400,18.25556
2,1779,10,20.0,,Phineas,Ware,,,,300,13.69167
2,1779,10,20.0,,Thomas,Merrill,,,,300,13.69167
2,1779,10,21.0,Jun,Moses,Moody,,,,4000,181.8333
2,1779,10,21.0,Jun,Moses,Moody,,,,3000,136.375
2,1779,10,21.0,,Noah,Heaton,,,,1000,47.31944
2,1779,10,21.0,,Joseph,Jackson,,,,400,18.18333
2,1779,10,21.0,,Joseph,Jackson,,,,400,18.18333
2,1779,10,21.0,Jun,Moses,Moody,,,,400,18.18333
2,1779,10,21.0,Esq,David,Haven,,,,400,18.18333
2,1779,10,21.0,,Moses,Moody,,,,300,13.6375
2,1779,10,21.0,,Edmund,Sawyer,,,,200,9.091667
2,1779,10,22.0,,Ebenezer,Fisher,,,,200,9.055556
2,1779,10,25.0,,Isaac,Smith,,S,Hooper,5000,223.6806
2,1779,10,25.0,,Isaac,Smith,,S,Hooper,5000,223.6806
2,1779,10,25.0,,John,Heath,,,,1000,44.73611
2,1779,10,25.0,,Bartholomew,Berry,,,,500,22.36806
2,1779,10,25.0,,John,Heath,,,,400,17.89444
2,1779,10,25.0,,J,Smith,,S,Hooper,400,17.89444
2,1779,10,25.0,,J,Smith,,S,Hooper,300,13.42083
2,1779,10,25.0,,Mary,Carpenter,,,,200,8.947222
2,1779,10,26.0,,Nathaniel,Dickinson,,,,10000,445.5556
2,1779,10,26.0,,Nathaniel,Dickinson,,,,2000,89.11111
2,1779,10,26.0,Rev,John,Walley,,,,1000,44.55556
2,1779,10,26.0,,Isaac,Smith,,S,Hooper,1000,44.55556
2,1779,10,26.0,,David,Gilmore,,,,1000,44.55556
2,1779,10,26.0,,Joseph,Loring,,,,500,22.27778
2,1779,10,26.0,,Nathaniel,Dickinson,,,,200,8.911111
2,1779,10,27.0,,Sarah,Darby,,,,3000,133.125
2,1779,10,27.0,,Joseph D.,Blagge,,,,2000,88.75
2,1779,10,27.0,,Isaac,Sears,,,,1000,44.375
2,1779,10,27.0,,Isaac,Sears,,,,600,26.625
2,1779,10,27.0,,Samuel,Sawyer,,,,600,26.625
2,1779,10,27.0,,David,Gillmore,,,,500,22.1875
2,1779,10,27.0,,Isaac,Sears,,,,500,22.1875
2,1779,10,27.0,,Isaac,Sears,,,,400,17.75
2,1779,10,27.0,,Jasper D.,Blagge,,,,400,17.75
2,1779,10,27.0,Esq,David,Haven,,,,400,17.75
2,1779,10,27.0,,Isaac,Sears,,,,300,13.3125
2,1779,10,27.0,,Isaac,Sears,,,,300,13.3125
2,1779,10,27.0,,Lydia,Saurger,,,,200,8.875
2,1779,10,27.0,,Sarah,Darly,,,,200,8.875
2,1779,10,28.0,,John,Hawes,,,,600,26.84167
2,1779,10,28.0,,James,Humphrey,,,,600,26.51667
2,1779,10,28.0,,Nathaniel,Humphrey,,,,600,26.51667
2,1779,10,28.0,Jun,Peter,Hay,,,,500,22.09722
2,1779,10,28.0,,Margaret,Stoddard,,,,400,17.67778
2,1779,10,28.0,,Samuel,Eaton,,,,400,17.67778
2,1779,10,28.0,,Margaret,Stoddard,,,,400,17.67778
2,1779,10,28.0,,Samuel,Eaton,,,,300,13.25833
2,1779,10,28.0,,John,Chadwick,,,,200,7.838889
2,1779,10,29.0,Esq,Robert,Luscomb,,,,1000,44.01389
2,1779,11,1.0,,Elisha,Tupper,,,,500,21.75
2,1779,11,1.0,,John,Everett,,,,400,17.4
2,1779,11,1.0,Jun,Eliphalet,Fales,,,,400,17.32778
2,1779,11,1.0,,John,Everett,,,,300,13.05
2,1779,11,1.0,,Jonathan,Williams,,,,200,8.7
2,1779,11,2.0,Esq,John,Tudor,,,,2000,86.63889
2,1779,11,2.0,,Eliphalet,Fales,,,,1000,43.31944
2,1779,11,3.0,Rev,Abraham,Williams,,,,1000,43.13889
2,1779,11,3.0,Rev,Abraham,Williams,,,,1000,43.13889
2,1779,11,3.0,Esq,William,Storey,,,,1000,43.13889
2,1779,11,3.0,,Thomas,Waterman,,,,300,12.94167
2,1779,11,4.0,,Dorothy,Langoon,,,,200,11.11111
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,Jun,Jonathan,Cogswell,,,,500,21.39583
2,1779,11,5.0,,Isaac,Chittenden,,,,500,21.39583
2,1779,11,5.0,,Daniel,Thurston,,,,300,12.8375
2,1779,11,5.0,,Joseph,Wace,,,,300,12.8375
2,1779,11,6.0,,James Swan & Co,,,,,1000,42.625
2,1779,11,6.0,Esq,John,Reed,,,,1000,42.625
2,1779,11,6.0,Esq,John,Reed,,,,600,25.575
2,1779,11,6.0,,Daniel,Fox,,,,200,10.89167
2,1779,11,7.0,,Joshua,Partridge,,,,200,10.84722
2,1779,11,8.0,,James Swan & Co,,,,,5000,211.3889
2,1779,11,8.0,,James Swan & Co,,,,,3000,126.8333
2,1779,11,8.0,,James Swan & Co,,,,,3000,126.8333
2,1779,11,8.0,,James Swan & Co,,,,,2000,84.55556
2,1779,11,8.0,,James Swan & Co,,,,,2000,84.55556
2,1779,11,8.0,,James Swan & Co,,,,,2000,84.55556
2,1779,11,9.0,,Thaddeus,Hunt,,,,1000,42.11111
2,1779,11,9.0,,Anna,Hunt,,,,600,25.26667
2,1779,11,9.0,,Thaddeus,Hunt,,,,300,12.63333
2,1779,11,9.0,,Charles,Phelps,,,,300,12.63333
2,1779,11,9.0,,Jonathan,Edmonds,,,,200,10.76111
2,1779,11,9.0,,Samuel,Pierce,,,,200,10.76111
2,1779,11,10.0,,Thomas,Hubbard,,,,1000,41.94444
2,1779,11,10.0,,Orlando,Sargeant,,,,1000,41.94444
2,1779,11,10.0,,John,White,,,,600,25.16667
2,1779,11,10.0,,Thomas,Hubbard,,,,600,25.16667
2,1779,11,10.0,,Thomas,Hubbard,,,,600,25.16667
2,1779,11,10.0,,Thomas,Hubbard,,,,500,20.97222
2,1779,11,11.0,,Jonathan,Gardner,,,,2000,83.55556
2,1779,11,11.0,Esq,John,Winslow,,,,2000,83.55556
2,1779,11,11.0,,Simon,Hunt,,,,1000,41.77778
2,1779,11,11.0,,Timothy,Smith,,,,1000,41.77778
2,1779,11,11.0,,Mary,Jackson,,,,500,20.88889
2,1779,11,11.0,,Jonathan,Gardner,,,,500,20.88889
2,1779,11,11.0,,John,Palmer,,,,500,20.88889
2,1779,11,11.0,,Timothy,Smith,,,,500,20.88889
2,1779,11,11.0,,Danforth,Keyes,,,,400,16.71111
2,1779,11,11.0,,Thomas,Merrill,,,,400,16.71111
2,1779,11,11.0,,Andrew,Darby,,,,300,12.53333
2,1779,11,11.0,,Thomas,Merrill,,,,200,8.355556
2,1779,11,11.0,,Thomas,Merrill,,,,200,8.355556
2,1779,11,12.0,,David,Spear,,,,2000,83.22222
2,1779,11,12.0,,Calvin,Greenleaf,,,,1000,41.61111
2,1779,11,12.0,,John,Flint,,,,500,20.80556
2,1779,11,12.0,,John,Smith,,,,400,16.64444
2,1779,11,12.0,,John,Smith,,,,400,16.64444
2,1779,11,12.0,,John,Caushing,,,,200,8.322222
2,1779,11,13.0,,John,Stinson,,,,4000,165.7778
2,1779,11,13.0,,Arnaud,Reymond,,,,3000,124.3333
2,1779,11,13.0,,Arnaud,Reymond,,,,2000,82.88889
2,1779,11,13.0,,Arnaud,Reymond,,,,2000,82.88889
2,1779,11,13.0,,Jeremiah,Allen,,,,1000,41.44444
2,1779,11,13.0,,Jeremiah,Allen,,,,1000,41.44444
2,1779,11,13.0,,Jeremiah,Allen,,,,1000,41.44444
2,1779,11,13.0,,Jeremiah,Allen,,,,1000,41.44444
2,1779,11,13.0,,Ichabod,Atkinson,,,,1000,41.44444
2,1779,11,13.0,,Samuel,Fisk,,,,600,24.86667
2,1779,11,13.0,,Arnold,Raymond,,,,500,20.72222
2,1779,11,13.0,,Samuel,Fisk,,,,400,16.57778
2,1779,11,13.0,,Stephen,Hosmer,,,,400,16.57778
2,1779,11,15.0,,Ephraim,Fuller,,,,1000,41.11111
2,1779,11,15.0,,Ephraim,Fuller,,,,300,12.33333
2,1779,11,16.0,,William Fleet Agent Long Wharf,,,,,4000,163.7778
2,1779,11,16.0,,John,Dunlap,,,,200,8.188889
2,1779,11,17.0,,John,Blydenburgh,,,,4000,163.1111
2,1779,11,18.0,,Mary,Drapen,,,,500,20.3125
2,1779,11,18.0,,Mary,Drapen,,,,500,20.3125
2,1779,11,18.0,,Thomas,Green,,,,400,16.25
2,1779,11,19.0,Esq,Jonathan,Williams,,,,4000,161.8333
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,1000,40.45833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,Esq,Jonathan,Williams,,,,10000,404.5833
2,1779,11,19.0,,Josiah,Mann,,,,2000,80.91667
2,1779,11,19.0,,Jonathan,Bliss,,,,2000,80.91667
2,1779,11,19.0,,Josiah,Mann,,,,600,24.275
2,1779,11,19.0,,Joseph,White,,,,400,16.18333
2,1779,11,19.0,,Jonathan,Bliss,,,,400,16.18333
2,1779,11,19.0,,Daniel,Gilbert,,,,400,16.18333
2,1779,11,19.0,,Joseph,White,,,,300,12.1375
2,1779,11,19.0,,Jonathan,Bliss,,,,300,12.1375
2,1779,11,19.0,,Daniel,Gilbert,,,,300,12.1375
2,1779,11,19.0,,Daniel,Gilbert,,,,300,12.1375
2,1779,11,19.0,,Jenusha,Wace,,,,200,8.091667
2,1779,11,20.0,,John,Sprague,,,,2000,80.58333
2,1779,11,20.0,,David,Beal,,,,1000,40.29167
2,1779,11,20.0,,Samuel,King,,,,1000,40.29167
2,1779,11,20.0,,Rebecca,Holbrook,,,,500,20.14583
2,1779,11,20.0,,Samuel,King,,,,400,16.11667
2,1779,11,20.0,,Samuel,King,,,,300,12.0875
2,1779,11,20.0,,Jotham,Bellows,,,,200,17.88333
2,1779,11,22.0,,Moses,Barns,,,,300,11.99167
2,1779,11,22.0,,Eunice,Kollach,,,,200,7.994444
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,4000,159.2222
2,1779,11,23.0,,Thomas,Jenkins,,,,3000,119.4167
2,1779,11,23.0,,Thomas,Jenkins,,,,3000,119.4167
2,1779,11,23.0,,Thomas,Jenkins,,,,2000,79.61111
2,1779,11,23.0,,Jesse,Eames,,,,600,23.88333
2,1779,11,24.0,,John,Joy,,,,4000,158.6111
2,1779,11,24.0,Esq,John,Sprague,,,,4000,158.6111
2,1779,11,24.0,Esq,John,Sprague,,,,4000,158.6111
2,1779,11,24.0,,John,Toy,,,,3000,118.9583
2,1779,11,24.0,Esq,John,Sprague,,,,2000,79.30556
2,1779,11,24.0,,Charles,Jenkins,,,,500,19.82639
2,1779,11,24.0,Esq,John,Sprague,,,,400,15.86111
2,1779,11,24.0,,Charles,Jenkins,,,,400,15.86111
2,1779,11,25.0,,Thomas,Reed,,,,2000,79.0
2,1779,11,25.0,,Leah,Fellows,,,,1000,39.5
2,1779,11,25.0,,Joseph,Hill,,,,1000,39.5
2,1779,11,25.0,,Joshua,Hayward,,,,1000,39.5
2,1779,11,25.0,,Thomas,Reed,,,,500,19.75
2,1779,11,25.0,,Leah,Fellows,,,,400,15.8
2,1779,11,25.0,,Joseph,Hill,,,,400,15.8
2,1779,11,25.0,,Leah,Fellows,,,,300,11.85
2,1779,11,25.0,,Sarah,Foxcroft,,,,300,11.85
2,1779,11,25.0,,Abigail,Foxcroft,,,,200,7.9
2,1779,11,26.0,,Silas,Noyes,,,,3000,118.0
2,1779,11,26.0,,Silas,Noyes,,,,3000,118.0
2,1779,11,26.0,,Thomas,Jones,,,,400,15.73333
2,1779,11,26.0,,Moses,Mann,,,,400,15.73333
2,1779,11,26.0,,Silas,Noyes,,,,400,15.73333
2,1779,11,26.0,,William,Storey,,,,400,15.73333
2,1779,11,26.0,,Elizabeth,Tirrell,,,,300,11.8
2,1779,11,26.0,,Moses,Mann,,,,300,11.8
2,1779,11,26.0,,Silas,Noyes,,,,300,11.8
2,1779,11,27.0,,Ebenezer Storer Treasurer H College,,,,,4000,156.7222
2,1779,11,27.0,Esq,Isaac,Smith,,,,4000,156.7222
2,1779,11,27.0,Esq,Isaac,Smith,,,,4000,156.7222
2,1779,11,27.0,,Ebenezer Storer Treasurer H College,,,,,1000,39.18056
2,1779,11,27.0,Esq,Isaac,Smith,,,,1000,39.18056
2,1779,11,27.0,Esq,Isaac,Smith,,,,400,15.67222
2,1779,11,27.0,Esq,Isaac,Smith,,,,300,11.75417
2,1779,11,29.0,,Elais Haskett,Derby,,,,1000,38.86111
2,1779,11,29.0,,Elais Haskett,Derby,,,,1000,38.86111
2,1779,11,29.0,,Benjamin,Farnum,,,,500,19.43056
2,1779,11,29.0,,Benjamin,Farnum,,,,500,19.43056
2,1779,11,29.0,,Timothy,Smith,,,,500,19.43056
2,1779,11,29.0,,Josiah,Smith,,,,400,15.54444
2,1779,11,29.0,,Benjamin,Famem,,,,200,7.772222
2,1779,11,29.0,,Mary,Smith,,,,200,7.772222
2,1779,11,30.0,Esq,William,Phillips,,,,3000,116.125
2,1779,11,30.0,,Jonathan,Cumings,,,,3000,116.125
2,1779,11,30.0,Esq,William,Phillips,,,,1000,38.70833
2,1779,11,30.0,Esq,William,Phillips,,,,1000,38.70833
2,1779,11,30.0,Esq,William,Phillips,,,,1000,38.70833
2,1779,11,30.0,Esq,William,Phillips,,,,1000,38.70833
2,1779,11,30.0,Esq,William,Phillips,,,,1000,38.70833
2,1779,11,30.0,Esq,William,Phillips,,,,2000,77.41667
2,1779,11,30.0,,Samuel,Ridgeway,,,,1000,38.70833
2,1779,11,30.0,,Jonathan,Goddard,,,,500,19.35417
2,1779,11,30.0,,Jonathan,Goddard,,,,500,19.35417
2,1779,11,30.0,,Daniel,Leeds,,,,400,15.48333
2,1779,11,30.0,,Daniel,Leeds,,,,400,15.48333
2,1779,11,30.0,,Edmund,Sawyer,,,,400,15.48333
2,1779,11,30.0,,Samuel,Ridgway,,,,300,11.6125
2,1779,11,30.0,,Jonathan,Cumings,,,,300,11.6125
