,Unnamed: 0,index,letter,date of the certificate | month,date of the certificate | day,date of the certificate | year,to whom due | first name,to whom due | last name,to whom due | title,time when the debt became due | month,time when the debt became due | day,time when the debt became due | year,amount | dollars,amount | 90th,line strike through? | yes?,line strike through? | note,notes,state,org_file,org_index,to whom due | title.1,to whom due | first name.1,to whom due | last name.1,amount | 10th,exchange,amount in specie | dollars,amount in specie | cents,amount | 8th,delivered | month,delivered | day,delivered | year,total dollars | notes,total dollars | notes.1,full name,matches
15507,15507,19112.0,,,,,William,Barley,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,3816.0,,,,,,,,,,,,,,William Barley,"[('William Bailey', 92.85714285714286, 70298), ('William Beardsley', 90.32258064516128, 16078)]"
15513,15513,19135.0,,,,,Eli,Barnam,Jun,,,,1573.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,3839.0,,,,,,,,,,,,,,Eli Barnam,"[('Eli Barnum', 90.0, 15628)]"
15568,15568,19269.0,,,,,Jeremiah,Barnet,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,3973.0,,,,,,,,,,,,,,Jeremiah Barnet,"[('Jeremiah Barrett', 90.32258064516128, 15676)]"
15612,15612,19376.0,,,,,Ethiel,Barns,,,,,45.8,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4080.0,,,,,,,,,,,,,,Ethiel Barns,"[('Ethlel Barns', 91.66666666666666, 15613)]"
15613,15613,19377.0,,,,,Ethlel,Barns,,,,,65.66,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4081.0,,,,,,,,,,,,,,Ethlel Barns,"[('Ethiel Barns', 91.66666666666666, 15612)]"
15628,15628,19413.0,,,,,Eli,Barnum,,,,,53.3,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4117.0,,,,,,,,,,,,,,Eli Barnum,"[('Eli Barnam', 90.0, 15513)]"
15653,15653,19467.0,,,,,Bartholomew,Barret,,,,,15.06,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4171.0,,,,,,,,,,,,,,Bartholomew Barret,"[('Bartholomew Barrett', 97.2972972972973, 15668)]"
15668,15668,19494.0,,,,,Bartholomew,Barrett,,,,,1.19,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4198.0,,,,,,,,,,,,,,Bartholomew Barrett,"[('Bartholomew Barret', 97.2972972972973, 15653)]"
15676,15676,19510.0,,,,,Jeremiah,Barrett,,,,,59.72,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4214.0,,,,,,,,,,,,,,Jeremiah Barrett,"[('Jeremiah Barnet', 90.32258064516128, 15568)]"
15740,15740,19645.0,,,,,Ab,Bartholomew,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4349.0,,,,,,,,,,,,,,Ab Bartholomew,"[('Abra Bartholomew', 93.33333333333333, 15741)]"
15741,15741,19647.0,,,,,Abra,Bartholomew,Jun,,,,74.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4351.0,,,,,,,,,,,,,,Abra Bartholomew,"[('Ab Bartholomew', 93.33333333333333, 15740)]"
15745,15745,19658.0,,,,,Isaac,Bartholomew,Jun,,,,164.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4362.0,,,,,,,,,,,,,,Isaac Bartholomew,"[('Isad Bartholomew', 90.9090909090909, 15746)]"
15746,15746,19659.0,,,,,Isad,Bartholomew,,,,,50.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4363.0,,,,,,,,,,,,,,Isad Bartholomew,"[('Isaac Bartholomew', 90.9090909090909, 15745)]"
15825,15825,19828.0,,,,,Constant,Bashnell,,,,,26.67,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4532.0,,,,,,,,,,,,,,Constant Bashnell,"[('Constant Bushnell', 94.11764705882352, 70354)]"
15840,15840,19870.0,,,,,Cornelius,Basset,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4574.0,,,,,,,,,,,,,,Cornelius Basset,"[('Cornelius Bassett', 96.96969696969697, 15847)]"
15847,15847,19886.0,,,,,Cornelius,Bassett,Jun,,,,88.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4590.0,,,,,,,,,,,,,,Cornelius Bassett,"[('Cornelius Basset', 96.96969696969697, 15840)]"
15880,15880,19941.0,,,,,Stephen,Baterson,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4645.0,,,,,,,,,,,,,,Stephen Baterson,"[('Stephen Batterson', 96.96969696969697, 15938)]"
15938,15938,20092.0,,,,,Stephen,Batterson,Jun,,,,63.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4796.0,,,,,,,,,,,,,,Stephen Batterson,"[('Stephen Baterson', 96.96969696969697, 15880)]"
16020,16020,20261.0,,,,,Nathaniel,Beach,Jun,,,,80.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,4965.0,,,,,,,,,,,,,,Nathaniel Beach,"[('Nathaniel Beech', 93.33333333333333, 16213)]"
16057,16057,20343.0,,,,,Lemuel,Beaman,,,,,48.54,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5047.0,,,,,,,,,,,,,,Lemuel Beaman,"[('Lemuel Beamon', 92.3076923076923, 16061)]"
16061,16061,20347.0,,,,,Lemuel,Beamon,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5051.0,,,,,,,,,,,,,,Lemuel Beamon,"[('Lemuel Beaman', 92.3076923076923, 16057)]"
16075,16075,20379.0,,,,,Abijah,Beardsley,Jun,,,,65.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5083.0,,,,,,,,,,,,,,Abijah Beardsley,"[('Abijah Beardsly', 96.7741935483871, 16079)]"
16078,16078,20384.0,,,,,William,Beardsley,Jun,,,,143.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5088.0,,,,,,,,,,,,,,William Beardsley,"[('William Barley', 90.32258064516128, 15507)]"
16079,16079,20385.0,,,,,Abijah,Beardsly,,,,,20.26,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5089.0,,,,,,,,,,,,,,Abijah Beardsly,"[('Abijah Beardsley', 96.7741935483871, 16075)]"
16112,16112,20462.0,,,,,Samuel,Beaumon,,,,,23.69,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5166.0,,,,,,,,,,,,,,Samuel Beaumon,"[('Samuel Beamont', 92.85714285714286, 69631), ('Samuel Bemon', 92.3076923076923, 71491)]"
16144,16144,20510.0,,,,,David,Bebee,,,,,27.65,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5214.0,,,,,,,,,,,,,,David Bebee,"[('David Berbee', 95.65217391304348, 71778)]"
16167,16167,20540.0,,,,,Richard,Beckwith,,,,,16.58,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5244.0,,,,,,,,,,,,,,Richard Beckwith,"[('Richard Bickwith', 93.75, 16630)]"
16213,16213,20631.0,,,,,Nathaniel,Beech,Jun,,,,70.0,0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,5335.0,,,,,,,,,,,,,,Nathaniel Beech,"[('Nathaniel Beach', 93.33333333333333, 16020)]"
16561,16561,21486.0,,,,,David,Bettes,,,,,75.7,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6190.0,,,,,,,,,,,,,,David Bettes,"[('David Betts', 95.65217391304348, 16573)]"
16573,16573,21508.0,,,,,David,Betts,Jun,,,,143.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6212.0,,,,,,,,,,,,,,David Betts,"[('David Bettes', 95.65217391304348, 16561)]"
16630,16630,21608.0,,,,,Richard,Bickwith,,,,,13.3,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6312.0,,,,,,,,,,,,,,Richard Bickwith,"[('Richard Beckwith', 93.75, 16167)]"
16786,16786,21980.0,,,,,Benjamin,Bissel,,,,,44.7,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6684.0,,,,,,,,,,,,,,Benjamin Bissel,"[('Benjamin Bissell', 96.7741935483871, 16788), ('Benjamin Bussell', 90.32258064516128, 72447)]"
16788,16788,21982.0,,,,,Benjamin,Bissell,,,,,47.78,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6686.0,,,,,,,,,,,,,,Benjamin Bissell,"[('Benjamin Bissel', 96.7741935483871, 16786), ('Benjamin Bussell', 93.75, 72447)]"
16815,16815,22035.0,,,,,John,Blachfnrd,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6739.0,,,,,,,,,,,,,,John Blachfnrd,"[('John Blachford', 92.85714285714286, 16817)]"
16817,16817,22037.0,,,,,John,Blachford,,,,,86.26,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6741.0,,,,,,,,,,,,,,John Blachford,"[('John Blatchford', 96.55172413793103, 16986), ('John Blachfnrd', 92.85714285714286, 16815)]"
16819,16819,22039.0,,,,,Benjamin,Black,,,,,5.58,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,6743.0,,,,,,,,,,,,,,Benjamin Black,"[('Benjamin Blackly', 93.33333333333333, 72147)]"
16931,16931,22386.0,,,,,Jared,Blakesley,Jun,,,,117.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,7090.0,,,,,,,,,,,,,,Jared Blakesley,"[('Jared Blakesly', 96.55172413793103, 16935)]"
16935,16935,22392.0,,,,,Jared,Blakesly,,,,,57.66,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,7096.0,,,,,,,,,,,,,,Jared Blakesly,"[('Jared Blakesley', 96.55172413793103, 16931)]"
16986,16986,22509.0,,,,,John,Blatchford,,,,,100.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,7213.0,,,,,,,,,,,,,,John Blatchford,"[('John Blachford', 96.55172413793103, 16817)]"
17031,17031,22593.0,,,,,John,Bliss,,,,,53.1,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,7297.0,,,,,,,,,,,,,,John Bliss,"[('John Blish', 90.0, 69180)]"
17127,17127,22792.0,,,,,Elijah,Boardman,Jun,,,,80.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,7496.0,,,,,,,,,,,,,,Elijah Boardman,"[('Elijah Bordman', 96.55172413793103, 17339)]"
17339,17339,23196.0,,,,,Elijah,Bordman,Jun,,,,88.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,7900.0,,,,,,,,,,,,,,Elijah Bordman,"[('Elijah Boardman', 96.55172413793103, 17127)]"
17434,17434,23370.0,,,,,Azor,Boulton,,,,,69.57,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,8074.0,,,,,,,,,,,,,,Azor Boulton,"[('Azor Bouton', 95.65217391304348, 17447)]"
17447,17447,23390.0,,,,,Azor,Bouton,Jun,,,,80.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,8094.0,,,,,,,,,,,,,,Azor Bouton,"[('Azor Boulton', 95.65217391304348, 17434)]"
17687,17687,24056.0,,,,,PhilipB,Bradley,,,,,217.04,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,8760.0,,,,,,,,,,,,,,PhilipB Bradley,"[('Phillip B Bradley', 93.75, 17688)]"
17688,17688,24060.0,,,,,Phillip B,Bradley,Jun,,,,4425.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,8764.0,,,,,,,,,,,,,,Phillip B Bradley,"[('PhilipB Bradley', 93.75, 17687)]"
17884,17884,24489.0,,,,,John,Brick,Jun,,,,60.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9193.0,,,,,,,,,,,,,,John Brick,"[('John Briks', 90.0, 17948)]"
17948,17948,24638.0,,,,,John,Briks,,,,,13.14,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9342.0,,,,,,,,,,,,,,John Briks,"[('John Brick', 90.0, 17884)]"
17967,17967,24679.0,,,,,Benjamin,Bristol,,,,,60.72,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9383.0,,,,,,,,,,,,,,Benjamin Bristol,"[('Benjam Bristole', 90.32258064516128, 17973)]"
17971,17971,24684.0,,,,,Peter,Bristol,,,,,14.6,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9388.0,,,,,,,,,,,,,,Peter Bristol,"[('Peter Bristor', 92.3076923076923, 17978)]"
17973,17973,24686.0,,,,,Benjam,Bristole,,,,,21.56,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9390.0,,,,,,,,,,,,,,Benjam Bristole,"[('Benjamin Bristol', 90.32258064516128, 17967)]"
17978,17978,24692.0,,,,,Peter,Bristor,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9396.0,,,,,,,,,,,,,,Peter Bristor,"[('Peter Bristol', 92.3076923076923, 17971)]"
18012,18012,24766.0,,,,,Timothy,Brockway,,,,,17.38,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9470.0,,,,,,,,,,,,,,Timothy Brockway,"[('Timothy Brookway', 93.75, 18078)]"
18029,18029,24792.0,,,,,Roger,Bronson,,,,,30.51,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9496.0,,,,,,,,,,,,,,Roger Bronson,"[('Roger Bronsun', 92.3076923076923, 18030)]"
18030,18030,24793.0,,,,,Roger,Bronsun,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9497.0,,,,,,,,,,,,,,Roger Bronsun,"[('Roger Bronson', 92.3076923076923, 18029)]"
18078,18078,24968.0,,,,,Timothy,Brookway,,,,,6.89,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,9672.0,,,,,,,,,,,,,,Timothy Brookway,"[('Timothy Brockway', 93.75, 18012)]"
18174,18174,25471.0,,,,,Obadiah,Brown,Jun,,,,52.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10175.0,,,,,,,,,,,,,,Obadiah Brown,"[('Obediah Brown', 92.3076923076923, 18175)]"
18175,18175,25473.0,,,,,Obediah,Brown,Jun,,,,80.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10177.0,,,,,,,,,,,,,,Obediah Brown,"[('Obadiah Brown', 92.3076923076923, 18174)]"
18391,18391,26109.0,,,,,David,Buel,,,,,75.3,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10813.0,,,,,,,,,,,,,,David Buel,"[('David Buell', 95.23809523809523, 18394), ('David Bull', 90.0, 69008)]"
18392,18392,26110.0,,,,,Joseph,Buel,,,,,20.7,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10814.0,,,,,,,,,,,,,,Joseph Buel,"[('Joseph Bunnel', 91.66666666666666, 18513)]"
18394,18394,26113.0,,,,,David,Buell,Jun,,,,22.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10817.0,,,,,,,,,,,,,,David Buell,"[('David Buel', 95.23809523809523, 18391), ('David Bull', 95.23809523809523, 69008)]"
18406,18406,26140.0,,,,,Palatiah,Bugbe,,,,,64.21,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10844.0,,,,,,,,,,,,,,Palatiah Bugbe,"[('Palatiah Bugbee', 96.55172413793103, 18410)]"
18410,18410,26149.0,,,,,Palatiah,Bugbee,Jun,,,,80.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10853.0,,,,,,,,,,,,,,Palatiah Bugbee,"[('Palatiah Bugbe', 96.55172413793103, 18406)]"
18418,18418,26158.0,,,,,Charles,Bugwheat,,,,,100.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10862.0,,,,,,,,,,,,,,Charles Bugwheat,"[('Charles Busweat', 90.32258064516128, 18897)]"
18449,18449,26234.0,,,,,David,Bullen,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10938.0,,,,,,,,,,,,,,David Bullen,"[('David Buller', 91.66666666666666, 18454), ('David Bullin', 91.66666666666666, 18458), ('David Bull', 90.9090909090909, 69008)]"
18454,18454,26241.0,,,,,David,Buller,,,,,77.24,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10945.0,,,,,,,,,,,,,,David Buller,"[('David Bullen', 91.66666666666666, 18449), ('David Bull', 90.9090909090909, 69008)]"
18458,18458,26246.0,,,,,David,Bullin,Jun,,,,52.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,10950.0,,,,,,,,,,,,,,David Bullin,"[('David Bullen', 91.66666666666666, 18449), ('David Bull', 90.9090909090909, 69008)]"
18513,18513,26364.0,,,,,Joseph,Bunnel,,,,,58.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,11068.0,,,,,,,,,,,,,,Joseph Bunnel,"[('Joseph Buel', 91.66666666666666, 18392)]"
18696,18696,26736.0,,,,,Timothy,Burnam,,,,,28.53,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,11440.0,,,,,,,,,,,,,,Timothy Burnam,"[('Timothy Burnham', 96.55172413793103, 51590)]"
18703,18703,26751.0,,,,,Benjamin,Burnes,,,,,12.2,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,11455.0,,,,,,,,,,,,,,Benjamin Burnes,"[('Benjamin Burnet', 93.33333333333333, 18711)]"
18711,18711,26759.0,,,,,Benjamin,Burnet,,,,,2.88,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,11463.0,,,,,,,,,,,,,,Benjamin Burnet,"[('Benjamin Burnes', 93.33333333333333, 18703)]"
18879,18879,27184.0,,,,,Daniel,Bushnal,,,,,34.76,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,11888.0,,,,,,,,,,,,,,Daniel Bushnal,"[('Daniel Bushnall', 96.55172413793103, 51787)]"
18897,18897,27224.0,,,,,Charles,Busweat,Jun,,,,80.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,11928.0,,,,,,,,,,,,,,Charles Busweat,"[('Charles Bugwheat', 90.32258064516128, 18418)]"
19016,19016,27551.0,,,,,John,Caddwell,,,,,7.84,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,12255.0,,,,,,,,,,,,,,John Caddwell,"[('John Caldwell', 92.3076923076923, 51280)]"
19067,19067,27646.0,,,,,Cornelius,Cahal,,,,,60.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,12350.0,,,,,,,,,,,,,,Cornelius Cahal,"[('Cornelius Cohale', 90.32258064516128, 20789)]"
19172,19172,27857.0,,,,,Hay,Cambridge,Jun,,,,15.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,12561.0,,,,,,,,,,,,,,Hay Cambridge,"[('Kay Cambridge', 92.3076923076923, 19173)]"
19173,19173,27858.0,,,,,Kay,Cambridge,,,,,62.56,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,12562.0,,,,,,,,,,,,,,Kay Cambridge,"[('Hay Cambridge', 92.3076923076923, 19172)]"
19235,19235,28114.0,,,,,Jabaz,Campfield,,,,,589.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,12818.0,,,,,,,,,,,,,,Jabaz Campfield,"[('Jabez Campfield', 93.33333333333333, 19236)]"
19236,19236,28120.0,,,,,Jabez,Campfield,Jun,,,,3336.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,12824.0,,,,,,,,,,,,,,Jabez Campfield,"[('Jabaz Campfield', 93.33333333333333, 19235)]"
19637,19637,29066.0,,,,,John,Casser,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,13770.0,,,,,,,,,,,,,,John Casser,"[('John Case', 90.0, 68691)]"
19653,19653,29094.0,,,,,Juline,Caston,,,,,13.3,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,13798.0,,,,,,,,,,,,,,Juline Caston,"[('Juline Easton', 92.3076923076923, 24337)]"
19724,19724,29235.0,,,,,Samuel,Cawdry,,,,,85.86,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,13939.0,,,,,,,,,,,,,,Samuel Cawdry,"[('Samuel Cowdry', 92.3076923076923, 21598)]"
19808,19808,29373.0,,,,,Ephra,Chamberlain,,,,,79.06,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14077.0,,,,,,,,,,,,,,Ephra Chamberlain,"[('Ephraim Chamberlain', 94.44444444444444, 19809)]"
19809,19809,29377.0,,,,,Ephraim,Chamberlain,Jun,,,,2360.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14081.0,,,,,,,,,,,,,,Ephraim Chamberlain,"[('Ephraim Chamberline', 94.73684210526316, 19838), ('Ephra Chamberlain', 94.44444444444444, 19808)]"
19838,19838,29439.0,,,,,Ephraim,Chamberline,,,,,80.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14143.0,,,,,,,,,,,,,,Ephraim Chamberline,"[('Ephraim Chamberlain', 94.73684210526316, 19809)]"
19977,19977,29809.0,,,,,Roswell,Chappell,Jun,,,,80.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14513.0,,,,,,,,,,,,,,Roswell Chappell,"[('Roswell Chapple', 90.32258064516128, 19980)]"
19980,19980,29815.0,,,,,Roswell,Chapple,,,,,100.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14519.0,,,,,,,,,,,,,,Roswell Chapple,"[('Roswell Chappell', 90.32258064516128, 19977)]"
20099,20099,30107.0,,,,,Charles,Child,,,,,100.0,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14811.0,,,,,,,,,,,,,,Charles Child,"[('Charles Childs', 96.2962962962963, 20106)]"
20103,20103,30113.0,,,,,Josiah D,Child,,,,,18.4,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14817.0,,,,,,,,,,,,,,Josiah D Child,"[('Josiah D Childs', 96.55172413793103, 20117)]"
20106,20106,30120.0,,,,,Charles,Childs,Jun,,,,80.0,0.0,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14824.0,,,,,,,,,,,,,,Charles Childs,"[('Charles Child', 96.2962962962963, 20099)]"
20117,20117,30143.0,,,,,Josiah D,Childs,,,,,72.18,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,14847.0,,,,,,,,,,,,,,Josiah D Childs,"[('Josiah D Child', 96.55172413793103, 20103)]"
20309,20309,30571.0,,,,,Daniel,Clarey,,,,,88.08,,,,,ct,Pierce_Certs_cleaned_2019.xlsx,15275.0,,,,,,,,,,,,,,Daniel Clarey,"[('Daniel Clarrey', 96.2962962962963, 20434), ('Daniel Clarry', 92.3076923076923, 20436)]"
