,Unnamed: 0,index,letter,date of the certificate | month,date of the certificate | day,date of the certificate | year,to whom due | first name,to whom due | last name,to whom due | title,time when the debt became due | month,time when the debt became due | day,time when the debt became due | year,amount | dollars,amount | 90th,line strike through? | yes?,line strike through? | note,notes,state,org_file,org_index,to whom due | title.1,to whom due | first name.1,to whom due | last name.1,amount | 10th,exchange,amount in specie | dollars,amount in specie | cents,amount | 8th,delivered | month,delivered | day,delivered | year,total dollars | notes,total dollars | notes.1,full name,matches
15211,15211,18342.0,,,,,Isaac,Baker,,,,,60.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,3046.0,,,,,,,,,,,,,,Isaac Baker,"[('Isaac Barker', 95.65217391304348, 15482)]"
15322,15322,18701.0,,,,,Kedar,Ballard,Jun,,,,800.0,0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,3405.0,,,,,,,,,,,,,,Kedar Ballard,"[('Keder Ballard', 92.3076923076923, 15323)]"
15323,15323,18702.0,,,,,Keder,Ballard,,,,,800.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,3406.0,,,,,,,,,,,,,,Keder Ballard,"[('Kedar Ballard', 92.3076923076923, 15322)]"
15482,15482,19035.0,,,,,Isaac,Barker,Jun,,,,100.0,0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,3739.0,,,,,,,,,,,,,,Isaac Barker,"[('Isaac Baker', 95.65217391304348, 15211)]"
15581,15581,19299.0,,,,,William,Barnett,Jun,,,,140.0,0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,4003.0,,,,,,,,,,,,,,William Barnett,"[('William Burnett', 93.33333333333333, 18726)]"
15902,15902,20020.0,,,,,Luka,Bates,,,,,43.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,4724.0,,,,,,,,,,,,,,Luka Bates,"[('Luke Bates', 90.0, 15903)]"
15903,15903,20023.0,,,,,Luke,Bates,Jun,,,,160.0,0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,4727.0,,,,,,,,,,,,,,Luke Bates,"[('Luka Bates', 90.0, 15902)]"
15962,15962,20135.0,,,,,Peter,Bauot,Jun,,,,1600.0,0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,4839.0,,,,,,,,,,,,,,Peter Bauot,"[('Peter Bacot', 90.9090909090909, 15076)]"
15972,15972,20149.0,,,,,Joseph,Baxley,,,,,41.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,4853.0,,,,,,,,,,,,,,Joseph Baxley,"[('Joseph Bailey', 92.3076923076923, 15149)]"
15984,15984,20182.0,,,,,Thomas,Baxter,Jun,,,,225.0,0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,4886.0,,,,,,,,,,,,,,Thomas Baxter,"[('Thomas Thomas', 95.0, 46990)]"
16307,16307,20862.0,,,,,William,Bell,Jun,,,,73.0,0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,5566.0,,,,,,,,,,,,,,William Bell,"[('William Uell', 91.66666666666666, 47960)]"
16368,16368,20971.0,,,,,Drury,Benham,,,,,65.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,5675.0,,,,,,,,,,,,,,Drury Benham,"[('Drury Binham', 91.66666666666666, 16733)]"
16714,16714,21796.0,,,,,Thomas,Billups,,,,,25.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,6500.0,,,,,,,,,,,,,,Thomas Billups,"[('Thomas Thomas', 95.0, 46990)]"
16733,16733,21840.0,,,,,Drury,Binham,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,6544.0,,,,,,,,,,,,,,Drury Binham,"[('Drury Benham', 91.66666666666666, 16368)]"
17100,17100,22739.0,,,,,Thomas,Blount,,,,,32.2,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,7443.0,,,,,,,,,,,,,,Thomas Blount,"[('Thomas Thomas', 95.0, 46990)]"
17202,17202,22928.0,,,,,Thomas,Boling,,,,,76.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,7632.0,,,,,,,,,,,,,,Thomas Boling,"[('Thomas Thomas', 95.0, 46990)]"
17779,17779,24268.0,,,,,Thomas,Brannen,,,,,22.2,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,8972.0,,,,,,,,,,,,,,Thomas Brannen,"[('Thomas Thomas', 95.0, 46990)]"
17845,17845,24383.0,,,,,Joseph,Brevard,Jun,,,,183.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,9087.0,,,,,,,,,,,,,,Joseph Brevard,"[('Joseph Breward', 92.85714285714286, 17848)]"
17848,17848,24393.0,,,,,Joseph,Breward,Jun,,,,1066.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,9097.0,,,,,,,,,,,,,,Joseph Breward,"[('Joseph Brevard', 92.85714285714286, 17845)]"
17889,17889,24501.0,,,,,William,Brickel,,,,,20.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,9205.0,,,,,,,,,,,,,,William Brickel,"[('William Brickles', 90.32258064516128, 17892)]"
17892,17892,24504.0,,,,,William,Brickles,,,,,21.1,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,9208.0,,,,,,,,,,,,,,William Brickles,"[('William Brickel', 90.32258064516128, 17889)]"
18045,18045,24829.0,,,,,Thomas,Brookins,,,,,69.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,9533.0,,,,,,,,,,,,,,Thomas Brookins,"[('Thomas Thomas', 95.0, 46990)]"
18194,18194,25612.0,,,,,Thomas,Brown,Jun,,,,2552.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,10316.0,,,,,,,,,,,,,,Thomas Brown,"[('Thomas Thomas', 95.0, 46990)]"
18277,18277,25834.0,,,,,Dempsey,Bryan,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,10538.0,,,,,,,,,,,,,,Dempsey Bryan,"[('Dempsey Bryant', 96.2962962962963, 18295), ('Dempsey Bryon', 92.3076923076923, 18316)]"
18295,18295,25878.0,,,,,Dempsey,Bryant,,,,,47.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,10582.0,,,,,,,,,,,,,,Dempsey Bryant,"[('Dempsey Bryan', 96.2962962962963, 18277)]"
18316,18316,25945.0,,,,,Dempsey,Bryon,,,,,36.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,10649.0,,,,,,,,,,,,,,Dempsey Bryon,"[('Dempsey Bryan', 92.3076923076923, 18277)]"
18438,18438,26203.0,,,,,Thomas,Bull,,,,,148.26,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,10907.0,,,,,,,,,,,,,,Thomas Bull,"[('Thomas Thomas', 95.0, 46990)]"
18507,18507,26350.0,,,,,Thomas,Bunkley,,,,,46.36,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,11054.0,,,,,,,,,,,,,,Thomas Bunkley,"[('Thomas Thomas', 95.0, 46990)]"
18719,18719,26778.0,,,,,William,Burnet,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,11482.0,,,,,,,,,,,,,,William Burnet,"[('William Burnett', 96.55172413793103, 18726)]"
18726,18726,26802.0,,,,,William,Burnett,,,,,43.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,11506.0,,,,,,,,,,,,,,William Burnett,"[('William Burnet', 96.55172413793103, 18719), ('William Barnett', 93.33333333333333, 15581)]"
19145,19145,27824.0,,,,,Thomas,Callender,Jun,,,,1983.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,12528.0,,,,,,,,,,,,,,Thomas Callender,"[('Thomas Thomas', 95.0, 46990)]"
19232,19232,28110.0,,,,,James,Campen,Jun,,,,2299.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,12814.0,,,,,,,,,,,,,,James Campen,"[('James Campon', 91.66666666666666, 19241)]"
19233,19233,28112.0,,,,,John,Campen,Jun,,,,80.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,12816.0,,,,,,,,,,,,,,John Campen,"[('John Compen', 90.9090909090909, 21075)]"
19241,19241,28131.0,,,,,James,Campon,,,,,173.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,12835.0,,,,,,,,,,,,,,James Campon,"[('James Campen', 91.66666666666666, 19232)]"
19249,19249,28144.0,,,,,Thomas,Canady,,,,,32.2,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,12848.0,,,,,,,,,,,,,,Thomas Canady,"[('Thomas Thomas', 95.0, 46990)]"
19442,19442,28566.0,,,,,Thomas,Carpenter,,,,,22.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,13270.0,,,,,,,,,,,,,,Thomas Carpenter,"[('Thomas Thomas', 95.0, 46990)]"
19625,19625,29043.0,,,,,Thomas,Cason,,,,,76.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,13747.0,,,,,,,,,,,,,,Thomas Cason,"[('Thomas Thomas', 95.0, 46990)]"
19673,19673,29150.0,,,,,Thomas,Caswell,,,,,66.4,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,13854.0,,,,,,,,,,,,,,Thomas Caswell,"[('Thomas Thomas', 95.0, 46990)]"
19883,19883,29593.0,,,,,Thomas,Chandler,,,,,20.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,14297.0,,,,,,,,,,,,,,Thomas Chandler,"[('Thomas Thomas', 95.0, 46990)]"
20081,20081,30064.0,,,,,David,Chester,Jun,,,,218.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,14768.0,,,,,,,,,,,,,,David Chester,"[('Davis Chester', 92.3076923076923, 20082)]"
20082,20082,30066.0,,,,,Davis,Chester,Jun,,,,20.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,14770.0,,,,,,,,,,,,,,Davis Chester,"[('David Chester', 92.3076923076923, 20081)]"
20267,20267,30477.0,,,,,Thomas,Claike,Jun,,,,1066.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,15181.0,,,,,,,,,,,,,,Thomas Claike,"[('Thomas Thomas', 95.0, 46990), ('Thomas Clarke', 92.3076923076923, 20427)]"
20352,20352,30741.0,,,,,Isaac,Clark,Jun,,,,183.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,15445.0,,,,,,,,,,,,,,Isaac Clark,"[('Isaac Clarke', 95.65217391304348, 20409)]"
20396,20396,31016.0,,,,,Thomas,Clark,Jun,,,,1078.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,15720.0,,,,,,,,,,,,,,Thomas Clark,"[('Thomas Clarke', 96.0, 20427), ('Thomas Thomas', 95.0, 46990)]"
20409,20409,31065.0,,,,,Isaac,Clarke,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,15769.0,,,,,,,,,,,,,,Isaac Clarke,"[('Isaac Clark', 95.65217391304348, 20352)]"
20427,20427,31113.0,,,,,Thomas,Clarke,Jun,,,,4720.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,15817.0,,,,,,,,,,,,,,Thomas Clarke,"[('Thomas Clark', 96.0, 20396), ('Thomas Thomas', 95.0, 46990), ('Thomas Claike', 92.3076923076923, 20267)]"
20431,20431,31123.0,,,,,Thomas,Clarkson,,,,,37.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,15827.0,,,,,,,,,,,,,,Thomas Clarkson,"[('Thomas Thomas', 95.0, 46990)]"
20883,20883,32220.0,,,,,William,Cole,Jun,,,,165.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,16924.0,,,,,,,,,,,,,,William Cole,"[('William Croe', 91.66666666666666, 21901)]"
20894,20894,32239.0,,,,,Benjamin,Coleman,Jun,,,,1992.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,16943.0,,,,,,,,,,,,,,Benjamin Coleman,"[('Benjamin Colman', 96.7741935483871, 20992)]"
20992,20992,32537.0,,,,,Benjamin,Colman,,,,,260.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,17241.0,,,,,,,,,,,,,,Benjamin Colman,"[('Benjamin Coleman', 96.7741935483871, 20894)]"
21075,21075,32704.0,,,,,John,Compen,,,,,66.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,17408.0,,,,,,,,,,,,,,John Compen,"[('John Campen', 90.9090909090909, 19233)]"
21135,21135,32838.0,,,,,John,Conn,,,,,26.2,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,17542.0,,,,,,,,,,,,,,John Conn,"[('John Conner', 90.0, 21170)]"
21170,21170,32948.0,,,,,John,Conner,Jun,,,,1225.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,17652.0,,,,,,,,,,,,,,John Conner,"[('John Conn', 90.0, 21135)]"
21313,21313,33355.0,,,,,Thomas,Cooksey,,,,,40.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,18059.0,,,,,,,,,,,,,,Thomas Cooksey,"[('Thomas Thomas', 95.0, 46990)]"
21901,21901,34705.0,,,,,William,Croe,,,,,33.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,19409.0,,,,,,,,,,,,,,William Croe,"[('William Cole', 91.66666666666666, 20883)]"
21913,21913,34736.0,,,,,Thomas,Crompton,Jun,,,,149.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,19440.0,,,,,,,,,,,,,,Thomas Crompton,"[('Thomas Thomas', 95.0, 46990)]"
21992,21992,34936.0,,,,,Anthony,Croucher,Jun,,,,1066.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,19640.0,,,,,,,,,,,,,,Anthony Croucher,"[('Anthony Crutcher', 93.75, 22048)]"
22048,22048,35068.0,,,,,Anthony,Crutcher,,,,,240.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,19772.0,,,,,,,,,,,,,,Anthony Crutcher,"[('Anthony Croucher', 93.75, 21992)]"
22529,22529,36234.0,,,,,John,Daves,Jun,,,,1600.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,20938.0,,,,,,,,,,,,,,John Daves,"[('John Davos', 90.0, 22667)]"
22611,22611,36553.0,,,,,James,Davis,Jun,,,,3097.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,21257.0,,,,,,,,,,,,,,James Davis,"[('James Davison', 91.66666666666666, 22662)]"
22662,22662,36852.0,,,,,James,Davison,,,,,24.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,21556.0,,,,,,,,,,,,,,James Davison,"[('James Davis', 91.66666666666666, 22611)]"
22667,22667,36860.0,,,,,John,Davos,,,,,387.12,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,21564.0,,,,,,,,,,,,,,John Davos,"[('John Daves', 90.0, 22529)]"
23250,23250,38124.0,,,,,Thomas,Dickins,,,,,76.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,22828.0,,,,,,,,,,,,,,Thomas Dickins,"[('Thomas Thomas', 95.0, 46990)]"
23382,23382,38416.0,,,,,Thomas,Dixon,Jun,,,,297.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23120.0,,,,,,,,,,,,,,Thomas Dixon,"[('Thomas Thomas', 95.0, 46990)]"
23383,23383,38417.0,,,,,Tilman,Dixon,,,,,361.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23121.0,,,,,,,,,,,,,,Tilman Dixon,"[('Tilmon Dixon', 91.66666666666666, 23384)]"
23384,23384,38420.0,,,,,Tilmon,Dixon,Jun,,,,1600.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23124.0,,,,,,,,,,,,,,Tilmon Dixon,"[('Tilman Dixon', 91.66666666666666, 23383)]"
23411,23411,38492.0,,,,,Thomas,Dodd,,,,,115.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23196.0,,,,,,,,,,,,,,Thomas Dodd,"[('Thomas Thomas', 95.0, 46990)]"
23457,23457,38625.0,,,,,Thomas,Dohono,,,,,461.29,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23329.0,,,,,,,,,,,,,,Thomas Dohono,"[('Thomas Thomas', 95.0, 46990)]"
23557,23557,38809.0,,,,,Thomas,Donoho,Jun,,,,3000.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23513.0,,,,,,,,,,,,,,Thomas Donoho,"[('Thomas Thomas', 95.0, 46990)]"
23702,23702,39147.0,,,,,William,Douglas,Jun,,,,111.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23851.0,,,,,,,,,,,,,,William Douglas,"[('William Douglass', 96.7741935483871, 23713)]"
23713,23713,39179.0,,,,,William,Douglass,Jun,,,,297.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,23883.0,,,,,,,,,,,,,,William Douglass,"[('William Douglas', 96.7741935483871, 23702)]"
23793,23793,39368.0,,,,,Thomas,Downing,Jun,,,,80.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,24072.0,,,,,,,,,,,,,,Thomas Downing,"[('Thomas Thomas', 95.0, 46990)]"
23940,23940,39732.0,,,,,Thomas,Dudley,Jun,,,,1965.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,24436.0,,,,,,,,,,,,,,Thomas Dudley,"[('Thomas Thomas', 95.0, 46990)]"
24283,24283,40504.0,,,,,Thomas,Eagle,,,,,22.2,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,25208.0,,,,,,,,,,,,,,Thomas Eagle,"[('Thomas Thomas', 95.0, 46990)]"
24492,24492,41016.0,,,,,John Jr.,Edwards,,,,,20.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,25720.0,,,,,,,,,,,,,,John Jr. Edwards,"[('John Sr. Edwards', 93.75, 24493)]"
24493,24493,41017.0,,,,,John Sr.,Edwards,,,,,22.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,25721.0,,,,,,,,,,,,,,John Sr. Edwards,"[('John Jr. Edwards', 93.75, 24492)]"
24807,24807,41770.0,,,,,Thomas,Essoms,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,26474.0,,,,,,,,,,,,,,Thomas Essoms,"[('Thomas Thomas', 95.0, 46990)]"
24864,24864,41940.0,,,,,Thomas,Evans,Jun,,,,3311.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,26644.0,,,,,,,,,,,,,,Thomas Evans,"[('Thomas Thomas', 95.0, 46990)]"
25007,25007,42241.0,,,,,William,Faithful,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,26945.0,,,,,,,,,,,,,,William Faithful,"[('William Faithfull', 96.96969696969697, 25008)]"
25008,25008,42242.0,,,,,William,Faithfull,,,,,43.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,26946.0,,,,,,,,,,,,,,William Faithfull,"[('William Faithful', 96.96969696969697, 25007)]"
25040,25040,42325.0,,,,,Thomas,Farebee,,,,,63.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,27029.0,,,,,,,,,,,,,,Thomas Farebee,"[('Thomas Thomas', 95.0, 46990)]"
25142,25142,42548.0,,,,,James,Faulka,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,27252.0,,,,,,,,,,,,,,James Faulka,"[('James Faulks', 91.66666666666666, 25148)]"
25148,25148,42563.0,,,,,James,Faulks,Jun,,,,80.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,27267.0,,,,,,,,,,,,,,James Faulks,"[('James Faulka', 91.66666666666666, 25142)]"
25244,25244,42750.0,,,,,Thomas,Fenney,,,,,148.33,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,27454.0,,,,,,,,,,,,,,Thomas Fenney,"[('Thomas Thomas', 95.0, 46990), ('Thomas Finney', 92.3076923076923, 25467)]"
25384,25384,43038.0,,,,,Thomas,Fiffin,,,,,31.3,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,27742.0,,,,,,,,,,,,,,Thomas Fiffin,"[('Thomas Thomas', 95.0, 46990)]"
25467,25467,43226.0,,,,,Thomas,Finney,Jun,,,,1600.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,27930.0,,,,,,,,,,,,,,Thomas Finney,"[('Thomas Thomas', 95.0, 46990), ('Thomas Fenney', 92.3076923076923, 25244)]"
25751,25751,43956.0,,,,,Jesse,Follock,,,,,26.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,28660.0,,,,,,,,,,,,,,Jesse Follock,"[('Jesse Pollock', 92.3076923076923, 40795)]"
25752,25752,43957.0,,,,,John,Folly,,,,,76.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,28661.0,,,,,,,,,,,,,,John Folly,"[('John Holly', 90.0, 30507)]"
26674,26674,46504.0,,,,,Thomas,Gardner,Jun,,,,711.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,31208.0,,,,,,,,,,,,,,Thomas Gardner,"[('Thomas Thomas', 95.0, 46990)]"
26689,26689,46535.0,,,,,Thomas,Garland,,,,,73.1,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,31239.0,,,,,,,,,,,,,,Thomas Garland,"[('Thomas Thomas', 95.0, 46990)]"
26831,26831,46868.0,,,,,Henry,Gay,,,,,22.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,31572.0,,,,,,,,,,,,,,Henry Gay,"[('Henry Gray', 94.73684210526316, 27812)]"
27122,27122,47584.0,,,,,Robert,Gill,,,,,76.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,32288.0,,,,,,,,,,,,,,Robert Gill,"[('Robert Hill', 90.9090909090909, 30084)]"
27198,27198,47735.0,,,,,Thomas,Gilmore,Jun,,,,20.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,32439.0,,,,,,,,,,,,,,Thomas Gilmore,"[('Thomas Thomas', 95.0, 46990)]"
27472,27472,48340.0,,,,,Thomas,Gooding,,,,,68.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,33044.0,,,,,,,,,,,,,,Thomas Gooding,"[('Thomas Thomas', 95.0, 46990)]"
27712,27712,48958.0,,,,,John,Graham,Jun,,,,3608.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,33662.0,,,,,,,,,,,,,,John Graham,"[('John Grayham', 95.65217391304348, 27832)]"
27812,27812,49243.0,,,,,Henry,Gray,Jun,,,,307.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,33947.0,,,,,,,,,,,,,,Henry Gray,"[('Henry Gay', 94.73684210526316, 26831)]"
27832,27832,49371.0,,,,,John,Grayham,,,,,80.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,34075.0,,,,,,,,,,,,,,John Grayham,"[('John Graham', 95.65217391304348, 27712)]"
28258,28258,50474.0,,,,,Joseph,Gurley,Jun,,,,170.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35178.0,,,,,,,,,,,,,,Joseph Gurley,"[('Joseph Hurley', 92.3076923076923, 31369)]"
28259,28259,50480.0,,,,,Thomas,Gurney,Jun,,,,418.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35184.0,,,,,,,,,,,,,,Thomas Gurney,"[('Thomas Thomas', 95.0, 46990)]"
28472,28472,50914.0,,,,,Ciement,Hall,,,,,378.62,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35618.0,,,,,,,,,,,,,,Ciement Hall,"[('Clement Hall', 91.66666666666666, 28473)]"
28473,28473,50915.0,,,,,Clement,Hall,,,,,260.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35619.0,,,,,,,,,,,,,,Clement Hall,"[('Ciement Hall', 91.66666666666666, 28472), ('Element Hall', 91.66666666666666, 28479)]"
28479,28479,50937.0,,,,,Element,Hall,Jun,,,,1600.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35641.0,,,,,,,,,,,,,,Element Hall,"[('Clement Hall', 91.66666666666666, 28473)]"
28498,28498,51008.0,,,,,Jesse,Hall,,,,,31.48,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35712.0,,,,,,,,,,,,,,Jesse Hall,"[('Jesse Hill', 90.0, 30067)]"
28534,28534,51200.0,,,,,William,Hall,Jun,,,,1411.0,0.0,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35904.0,,,,,,,,,,,,,,William Hall,"[('William Hill', 91.66666666666666, 30092)]"
28537,28537,51203.0,,,,,Thomas,Hallaway,,,,,40.0,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,35907.0,,,,,,,,,,,,,,Thomas Hallaway,"[('Thomas Thomas', 95.0, 46990)]"
28654,28654,51497.0,,,,,Isaac,Hammon,,,,,46.6,,,,,nc,Pierce_Certs_cleaned_2019.xlsx,36201.0,,,,,,,,,,,,,,Isaac Hammon,"[('Isaac Hammond', 96.0, 28665)]"
