row_id,org_file,org_index,state,date of the certificate | year,date of the certificate | month,date of the certificate | day,to whom due | title,to whom due | first name,to whom due | last name,to whom due | title.1,to whom due | first name.1,to whom due | last name.1,amount | dollars,amount in specie | dollars,letter,time when the debt became due | month,time when the debt became due | day,time when the debt became due | year,amount | 90th,line strike through? | yes?,line strike through? | note,notes,amount | 10th,exchange,amount in specie | cents,amount | 8th,delivered | month,delivered | day,delivered | year,total dollars | notes,total dollars | notes.1,organization?,final_agg_debt index,deceased?,full name,matches
0,Pierce_Certs_cleaned_2019.xlsx,21,nh,,,,,Beriah,Abbot,,,,80.0,,,,,,0.0,,,,,,,,,,,,,False,788,False,Beriah Abbot,"[('Beriah Abbott', np.float32(96.0), 7)]"
1,Pierce_Certs_cleaned_2019.xlsx,28 | 29,nh,,,,,George,Abbot,,,,84.71,,,,,,0.0,,,,,,,,,,,,,False,795 | 796,False,George Abbot,"[('George Abbott', np.float32(96.0), 8)]"
2,Pierce_Certs_cleaned_2019.xlsx,31 | 32,nh,,,,,John,Abbot,,,,103.29,,,,,,0.0,,,,,,,,,,,,,False,798 | 799,False,John Abbot,"[('John Abbott', np.float32(95.2381), 9)]"
3,Pierce_Certs_cleaned_2019.xlsx,44,nh,,,,,Timothy,Abbot,,,,25.64,,,,,,0.0,,,,,,,,,,,,,False,811,False,Timothy Abbot,"[('Timothy Abbott', np.float32(96.296295), 10)]"
4,Pierce_Certs_cleaned_2019.xlsx,53,nh,,,,,Beriah,Abbott,,,,18.65,,,,,,0.0,,,,,,,,,,,,,False,820,False,Beriah Abbott,"[('Beriah Abbot', np.float32(96.0), 1)]"
5,Pierce_Certs_cleaned_2019.xlsx,58 | 59 | 60,nh,,,,,George,Abbott,,,,153.48000000000002,,,,,,0.0,,,,,,,,,,,,,False,825 | 826 | 827,False,George Abbott,"[('George Abbot', np.float32(96.0), 2)]"
6,Pierce_Certs_cleaned_2019.xlsx,66 | 67 | 68 | 69,nh,,,,,John,Abbott,,,,203.26,,,,,,0.0,,,,,,,,,,,,,False,833 | 834 | 835 | 836,False,John Abbott,"[('John Abbot', np.float32(95.2381), 3)]"
7,Pierce_Certs_cleaned_2019.xlsx,95 | 96,nh,,,,,Timothy,Abbott,,,,133.3,,,,,,0.0,,,,,,,,,,,,,False,862 | 863,False,Timothy Abbott,"[('Timothy Abbot', np.float32(96.296295), 6)]"
8,Pierce_Certs_cleaned_2019.xlsx,145,nh,,,,,David,Abrahams,,,,80.0,,,,,,0.0,,,,,,,,,,,,,False,912,False,David Abrahams,"[('David Abrams', np.float32(92.30769), 12)]"
9,Pierce_Certs_cleaned_2019.xlsx,147 | 148 | 149,nh,,,,,David,Abrams,,,,158.79,,,,,,0.0,,,,,,,,,,,,,False,914 | 915 | 916,False,David Abrams,"[('David Abrahams', np.float32(92.30769), 11)]"
10,Pierce_Certs_cleaned_2019.xlsx,247,nh,,,,,Jonas,Adam,,,,39.5,,,,,,0.0,,,,,,,,,,,,,False,1014,False,Jonas Adam,"[('Jonas Adams', np.float32(95.2381), 16)]"
11,Pierce_Certs_cleaned_2019.xlsx,356 | 357 | 358,nh,,,,,Jonas,Adams,,,,102.69,,,,,,0.0,,,,,,,,,,,,,False,1123 | 1124 | 1125,False,Jonas Adams,"[('Jonas Adam', np.float32(95.2381), 13)]"
12,Pierce_Certs_cleaned_2019.xlsx,1594,nh,,,,,Ama,Andrews,,,,11.69,,,,,,0.0,,,,,,,,,,,,,False,2361,False,Ama Andrews,"[('Ami Andrews', np.float32(90.90909), 41)]"
13,Pierce_Certs_cleaned_2019.xlsx,1595,nh,,,,,Ami,Andrews,,,,30.2,,,,,,0.0,,,,,,,,,,,,,False,2362,False,Ami Andrews,"[('Ama Andrews', np.float32(90.90909), 40)]"
14,Pierce_Certs_cleaned_2019.xlsx,3198 | 3199,nh,,,,,Hart,Balch,,,,108.4,,,,,,0.0,,,,,,,,,,,,,False,3965 | 3966,False,Hart Balch,"[('Heart Baltch', np.float32(90.90909), 61)]"
15,Pierce_Certs_cleaned_2019.xlsx,3412,nh,,,,,Uriah,Ballard,,,,24.52,,,,,,0.0,,,,,,,,,,,,,False,4179,False,Uriah Ballard,"[('Uriah Bullard', np.float32(92.30769), 173)]"
16,Pierce_Certs_cleaned_2019.xlsx,3435,nh,,,,,Heart,Baltch,,,,53.3,,,,,,0.0,,,,,,,,,,,,,False,4202,False,Heart Baltch,"[('Hart Balch', np.float32(90.90909), 59)]"
17,Pierce_Certs_cleaned_2019.xlsx,3882,nh,,,,,Caesar,Barnes,,,,80.0,,,,,,0.0,,,,,,,,,,,,,False,4649,False,Caesar Barnes,"[('Caesar Barns', np.float32(96.0), 69)]"
18,Pierce_Certs_cleaned_2019.xlsx,4070 | 4071,nh,,,,,Caesar,Barns,,,,110.29,,,,,,0.0,,,,,,,,,,,,,False,4837 | 4838,False,Caesar Barns,"[('Caesar Barnes', np.float32(96.0), 66)]"
